account_id,customer_id,branch_id,account_type_id,balance,open_date
4523,15511,14,3,48272.85,2022-02-25
4524,1069,88,3,1316.42,2020-04-22
4525,5140,7,1,616.65,2017-05-03
4526,18319,41,2,29767.14,2020-02-08
4527,12103,33,1,37271.7,2015-12-26
4528,3892,16,2,17062.2,2017-04-03
4529,19714,59,2,45825.53,2020-10-17
4530,13390,11,1,13090.01,2021-05-23
4531,3616,42,1,28481.35,2015-07-17
4532,3961,5,4,22900.22,2016-08-13
4533,12111,4,4,8944.11,2021-10-08
4534,18736,64,1,39226.13,2016-07-06
4535,9490,56,3,42972.93,2022-07-17
4536,1320,2,1,43044.04,2015-08-19
4537,17131,11,3,38405.94,2024-02-04
4538,5024,89,4,6247.06,2016-06-30
4539,3859,59,1,42843.71,2020-12-18
4540,12173,45,1,39300.62,2023-02-19
4541,9992,97,1,16130.13,2025-03-22
4542,12271,15,4,3011.56,2022-10-11
4543,9938,91,2,36792.94,2018-01-19
4544,9634,96,4,1972.51,2021-12-15
4545,15923,69,1,42002.75,2018-01-13
4546,917,1,4,37336.66,2024-08-28
4547,4682,1,4,45670.26,2019-08-27
4548,4658,58,3,3193.63,2024-09-10
4549,19321,61,1,46581.46,2023-03-01
4550,13821,71,4,31520.79,2017-04-23
4551,1595,33,3,21684.11,2018-12-14
4552,10000,23,1,21537.32,2021-06-02
4553,9290,65,4,1248.83,2016-06-19
4554,7065,37,3,7816.36,2015-10-09
4555,6000,48,1,13755.19,2025-05-19
4556,16017,47,1,39666.84,2022-10-17
4557,69,59,3,43057.52,2020-08-26
4558,4009,56,3,18804.27,2020-10-20
4559,17942,14,3,25479.16,2019-10-28
4560,11425,68,3,19568.42,2020-09-13
4561,2214,81,1,14124.33,2024-09-11
4562,1465,55,2,897.3,2022-11-07
4563,13684,62,2,7932.03,2017-03-30
4564,15768,62,4,39396.55,2015-12-31
4565,18779,6,2,5096.15,2025-01-29
4566,10149,56,3,36632.92,2020-02-10
4567,18539,55,2,39180.75,2016-09-07
4568,14824,63,1,49055.66,2024-10-31
4569,11070,17,1,34289.99,2021-04-07
4570,12364,89,4,45506.91,2017-04-04
4571,15573,12,4,28070.56,2021-08-23
4572,19848,78,3,38360.47,2018-05-11
4573,4352,93,4,8859.51,2021-09-25
4574,4540,21,2,20912.93,2025-01-04
4575,16541,23,3,35628.85,2020-09-26
4576,15104,71,2,18274.74,2017-01-03
4577,14744,98,2,7829.78,2020-07-24
4578,14716,30,3,17857.8,2025-05-21
4579,4882,39,3,39843.31,2018-01-31
4580,10657,76,4,6911.07,2020-12-31
4581,2927,16,3,19806.82,2018-03-08
4582,13423,34,3,49764.32,2017-05-15
4583,12689,27,1,36105.76,2021-05-21
4584,7630,2,2,39981.17,2023-09-23
4585,12957,82,2,47780.5,2016-02-03
4586,11109,76,4,11209.6,2016-09-13
4587,17728,20,3,15214.47,2017-04-11
4588,1502,15,2,4756.67,2015-09-09
4589,14520,47,2,20231.72,2018-12-13
4590,9090,21,3,44348.17,2020-10-26
4591,2901,58,3,46343.51,2018-10-26
4592,5427,23,2,32556.31,2018-09-18
4593,813,96,2,25980.62,2023-08-26
4594,18744,47,1,29146.58,2021-04-23
4595,10121,80,4,15421.1,2021-04-09
4596,18385,63,1,10923.14,2024-01-01
4597,4057,69,4,18154.36,2019-11-01
4598,18329,29,3,6892.63,2018-08-02
4599,2791,26,4,16565.84,2021-03-08
4600,6306,55,4,32251.11,2023-02-06
4601,17755,60,3,33387.36,2024-08-28
4602,18903,36,4,1722.53,2024-02-02
4603,1733,89,2,49864.79,2025-03-04
4604,18686,7,2,18894.51,2018-03-15
4605,17097,68,3,5056.96,2020-06-09
4606,6207,87,4,35396.54,2016-02-18
4607,15593,74,4,40125.7,2024-12-20
4608,16471,14,1,6506.09,2019-04-25
4609,612,22,4,39038.83,2016-11-04
4610,3942,88,2,38117.06,2024-01-18
4611,17428,99,3,44255.47,2020-11-18
4612,5890,6,4,17269.32,2019-04-24
4613,622,45,4,33150.19,2020-12-28
4614,9010,76,3,41832.99,2017-04-08
4615,6744,75,1,21549.68,2016-07-02
4616,8038,35,2,17863.26,2023-07-10
4617,18991,37,1,42203.23,2018-01-05
4618,14557,89,3,20678.84,2016-11-21
4619,2774,60,3,49139.01,2019-11-02
4620,17484,81,4,25476.78,2021-05-25
4621,19886,99,2,32706.51,2023-08-26
4622,10500,51,4,29084.25,2023-07-24
4623,13167,76,4,10541.88,2023-01-24
4624,19297,95,4,7041.02,2017-10-06
4625,1475,69,2,39971.69,2023-07-18
4626,16105,70,1,39927.32,2020-10-28
4627,763,4,2,48150.65,2024-04-11
4628,11140,12,4,18690.69,2020-01-31
4629,14321,23,1,49192.08,2016-03-15
4630,5915,86,4,589.17,2020-04-18
4631,13597,100,2,6825.25,2024-11-07
4632,789,22,3,31391.38,2015-07-31
4633,17299,44,3,5675.96,2017-11-07
4634,10400,97,3,19721.82,2018-03-02
4635,12518,52,4,24436.56,2016-04-06
4636,8428,17,2,12259.97,2018-11-09
4637,2983,8,4,47002.18,2018-12-08
4638,3757,69,2,14647.99,2023-03-04
4639,3255,28,3,19479.18,2025-02-03
4640,17754,54,3,24649.04,2021-01-09
4641,5511,13,3,45872.88,2021-11-28
4642,9351,96,4,4200.78,2025-06-05
4643,4720,2,4,47570.37,2016-04-30
4644,5986,72,4,21120.97,2019-01-24
4645,8375,70,3,47700.48,2016-10-18
4646,2937,5,1,7691.0,2021-12-30
4647,5054,20,1,1689.62,2019-01-04
4648,10054,46,3,26684.43,2024-07-04
4649,13346,63,2,3739.11,2019-06-19
4650,5545,85,2,4379.45,2019-10-05
4651,1931,5,2,6013.32,2019-09-13
4652,10660,9,4,4532.46,2016-10-19
4653,5947,52,2,5922.94,2024-08-14
4654,891,84,4,45604.35,2016-02-04
4655,1917,22,1,13805.44,2024-09-06
4656,9766,92,1,15378.79,2020-07-17
4657,12778,7,3,43211.49,2020-07-25
4658,3236,95,3,6992.57,2017-12-06
4659,10488,84,4,26366.48,2016-08-31
4660,4669,51,1,39132.24,2019-06-04
4661,13528,92,3,6074.32,2022-03-09
4662,10624,31,4,47842.6,2023-10-18
4663,8452,59,4,2088.17,2021-06-30
4664,12305,8,1,42921.82,2015-10-06
4665,3964,29,3,12497.32,2022-07-06
4666,1700,48,3,11537.93,2019-06-07
4667,6638,44,3,29820.9,2025-06-06
4668,7852,80,3,30720.63,2023-08-13
4669,19563,46,4,42801.83,2020-07-18
4670,19204,80,1,2513.46,2025-01-15
4671,7750,14,3,8605.38,2018-12-04
4672,16154,41,1,32513.66,2018-03-17
4673,16667,16,4,24022.13,2023-04-30
4674,16529,51,4,20732.69,2017-01-21
4675,12618,57,3,3130.98,2019-11-30
4676,3771,49,1,10624.7,2023-02-11
4677,8825,97,3,45675.47,2016-09-23
4678,1987,10,1,12341.08,2017-05-24
4679,10432,56,2,4576.75,2017-08-22
4680,15232,91,4,22833.83,2022-05-17
4681,18125,53,3,37630.89,2022-08-13
4682,13340,20,1,13809.38,2022-12-22
4683,2145,74,3,36951.28,2016-07-30
4684,15866,52,2,4317.0,2024-08-22
4685,948,45,3,11485.07,2021-03-01
4686,13353,70,2,41026.41,2019-05-27
4687,7660,51,2,18940.13,2017-12-14
4688,611,96,2,2729.63,2020-12-17
4689,8820,25,2,47275.95,2016-01-23
4690,18156,50,4,19098.44,2020-10-01
4691,19208,7,4,24378.81,2016-12-10
4692,3327,17,4,35259.2,2024-04-22
4693,8072,100,2,6324.68,2016-09-27
4694,18177,47,1,3557.96,2020-03-08
4695,4115,32,3,4078.0,2019-06-18
4696,9982,49,4,44983.37,2024-10-11
4697,18621,66,2,23705.69,2019-03-07
4698,13329,63,1,10795.97,2017-11-28
4699,14614,25,4,49676.02,2018-12-03
4700,2750,19,3,16686.65,2023-06-17
4701,16399,8,3,21590.18,2018-02-27
4702,6667,80,2,11300.97,2023-09-01
4703,4666,19,2,11203.88,2016-06-19
4704,12233,23,4,22676.46,2025-02-19
4705,17710,42,1,7130.37,2020-12-22
4706,5512,36,4,37457.97,2025-04-26
4707,8034,47,1,16598.35,2017-08-10
4708,17614,6,4,45382.73,2019-01-22
4709,13886,71,3,8819.79,2016-09-04
4710,18192,3,2,32858.45,2022-12-01
4711,14803,50,3,21425.98,2016-04-24
4712,1370,79,3,17754.42,2020-06-19
4713,33,35,2,410.15,2024-01-16
4714,15226,3,2,43985.79,2021-09-18
4715,9479,79,4,4245.3,2021-05-13
4716,5485,57,1,16293.66,2023-03-15
4717,18,72,1,679.43,2025-04-28
4718,1972,60,3,1664.31,2024-07-29
4719,15801,27,3,235.53,2017-09-30
4720,8956,84,3,37320.87,2021-06-01
4721,19591,72,4,20679.46,2023-07-06
4722,8222,64,1,7809.63,2025-01-30
4723,12457,13,1,39709.76,2019-04-23
4724,11516,69,4,922.09,2018-05-11
4725,6972,26,4,23271.39,2018-03-04
4726,19175,82,2,7164.9,2020-06-22
4727,16723,37,1,8760.2,2020-02-01
4728,9219,16,2,36222.89,2022-10-05
4729,1491,97,4,6432.26,2025-05-31
4730,5290,8,2,36888.75,2021-08-26
4731,17502,7,1,49950.01,2020-10-18
4732,18452,82,3,591.94,2017-05-20
4733,2292,1,4,30985.0,2024-09-05
4734,9852,56,2,31940.36,2022-03-20
4735,2940,50,2,6745.63,2025-04-25
4736,12954,42,4,23162.58,2019-12-27
4737,4030,70,3,12780.99,2017-09-24
4738,4577,38,1,33196.47,2023-08-12
4739,18235,66,4,24223.4,2019-12-09
4740,9158,37,4,35172.43,2015-08-22
4741,14155,31,2,11822.4,2021-10-13
4742,6910,92,2,18767.37,2023-05-02
4743,16542,97,4,13861.26,2021-07-26
4744,10431,73,1,42361.89,2024-07-06
4745,11228,30,2,44756.41,2022-01-13
4746,8565,4,2,29520.25,2023-12-31
4747,14835,97,4,41200.28,2022-04-22
4748,8947,1,2,29179.03,2016-09-28
4749,8059,36,1,12601.78,2016-10-30
4750,10540,56,1,139.98,2017-12-06
4751,11195,8,4,28117.65,2018-06-12
4752,6902,29,4,41464.24,2021-06-16
4753,15067,90,2,23411.49,2022-09-16
4754,19645,41,3,31841.43,2023-03-11
4755,10763,84,3,33044.9,2023-03-16
4756,521,92,1,21269.24,2025-03-20
4757,4382,54,4,27652.77,2018-09-06
4758,68,1,4,49313.84,2018-02-11
4759,19949,91,3,17450.78,2016-06-12
4760,15615,69,1,46562.19,2017-01-16
4761,141,78,4,1075.01,2021-11-19
4762,314,90,2,43970.46,2016-03-02
4763,5687,81,1,14905.0,2021-12-16
4764,13539,64,3,13274.35,2020-06-29
4765,18213,5,2,2140.58,2025-02-20
4766,16023,50,2,1200.65,2015-12-30
4767,12871,36,1,13843.51,2015-08-27
4768,17634,73,2,8424.75,2023-09-22
4769,2660,88,4,7186.83,2019-09-24
4770,2541,32,4,16940.79,2020-09-26
4771,17651,61,2,18659.92,2016-05-08
4772,1015,48,1,12130.23,2025-03-10
4773,14588,80,4,16697.29,2023-04-04
4774,4045,1,4,44336.29,2017-11-24
4775,11567,37,3,12634.17,2021-10-12
4776,12334,37,2,16643.4,2019-10-06
4777,19704,60,4,42670.06,2022-01-17
4778,11730,79,3,8090.5,2020-11-27
4779,12674,7,2,30641.35,2020-12-05
4780,5807,82,4,18844.97,2021-02-23
4781,277,41,4,11845.57,2018-04-09
4782,4089,96,2,21974.62,2022-06-26
4783,15162,71,3,21032.35,2021-07-23
4784,12140,32,2,14863.23,2021-07-25
4785,6324,8,4,7113.74,2016-05-09
4786,14568,34,3,11165.25,2016-02-02
4787,307,61,1,13828.21,2017-10-29
4788,7259,2,3,33626.98,2020-08-03
4789,649,17,1,24629.11,2022-01-06
4790,9213,63,4,38106.64,2022-11-01
4791,11726,84,3,28329.4,2024-03-20
4792,6276,68,1,5968.57,2022-12-06
4793,2949,74,3,38040.35,2018-07-19
4794,9935,4,1,34037.25,2022-08-14
4795,7247,21,3,5331.39,2019-02-09
4796,7677,59,2,37336.4,2022-12-11
4797,16182,55,1,14956.53,2016-03-15
4798,11895,34,4,10276.13,2017-04-25
4799,1206,48,3,29776.17,2019-05-16
4800,9200,15,4,32728.95,2025-05-05
4801,16150,25,1,41133.7,2016-09-17
4802,19859,1,3,39269.94,2020-11-06
4803,6852,88,3,42593.28,2025-06-11
4804,234,99,4,14314.74,2022-04-24
4805,6426,7,3,10769.8,2019-10-26
4806,12979,42,2,40567.77,2016-05-07
4807,3636,81,3,47727.58,2017-09-07
4808,9089,7,1,10846.36,2015-11-26
4809,18649,16,4,25617.35,2019-05-03
4810,16395,80,2,16231.19,2020-11-05
4811,16188,70,2,37949.86,2024-07-05
4812,5587,42,3,7630.38,2020-07-22
4813,18081,63,3,9648.69,2025-05-20
4814,6350,43,4,4715.27,2018-02-08
4815,18538,39,2,22256.17,2022-01-26
4816,19759,62,2,23378.17,2016-05-16
4817,18519,27,2,13615.86,2022-05-10
4818,5752,70,1,49953.59,2024-04-02
4819,2142,66,4,28659.18,2019-10-19
4820,19273,100,1,672.71,2019-01-25
4821,4203,1,1,31912.75,2020-10-17
4822,2132,70,2,47729.44,2017-07-26
4823,4176,37,2,49017.7,2021-03-01
4824,8508,24,1,20504.55,2021-11-20
4825,18675,63,3,943.83,2017-08-18
4826,7470,40,1,39644.9,2016-12-24
4827,17141,4,2,32204.52,2023-10-30
4828,8990,49,2,3424.05,2022-07-26
4829,6287,21,3,36674.21,2018-08-21
4830,758,66,4,39585.62,2018-01-24
4831,17464,22,4,23619.56,2024-02-28
4832,8288,65,3,18900.43,2015-09-07
4833,18354,42,2,12554.26,2017-02-16
4834,14875,1,2,15364.86,2020-12-20
4835,65,57,4,6863.7,2025-04-27
4836,13996,21,4,9842.79,2024-04-28
4837,1700,45,2,5559.03,2020-05-28
4838,10585,41,3,4064.36,2025-01-14
4839,14174,29,3,40918.78,2017-02-15
4840,13333,24,3,21535.82,2024-02-11
4841,8980,2,3,32397.33,2022-10-12
4842,3989,48,1,28678.96,2021-03-20
4843,16984,89,4,28092.54,2018-12-17
4844,15290,18,4,43772.65,2018-03-05
4845,16239,69,1,41282.56,2020-10-04
4846,11845,47,2,36746.21,2020-10-24
4847,16950,10,2,41865.36,2022-09-05
4848,1425,41,2,39038.67,2022-12-29
4849,7358,48,1,4825.82,2020-01-04
4850,1539,8,1,18425.48,2015-08-19
4851,9108,15,4,17439.2,2016-08-04
4852,13765,25,4,6815.91,2018-01-17
4853,17447,43,4,20947.92,2024-01-13
4854,14709,21,3,30039.76,2020-06-21
4855,10363,33,4,37451.0,2019-03-14
4856,170,60,3,23646.87,2023-07-06
4857,12841,11,2,23948.23,2022-07-05
4858,6377,12,2,37731.24,2018-05-20
4859,10968,57,3,43196.53,2018-06-03
4860,2681,71,4,25759.39,2019-04-07
4861,18738,66,4,13382.79,2017-05-21
4862,832,61,2,7590.82,2024-05-30
4863,7394,87,2,3847.13,2020-06-16
4864,13888,98,2,3525.43,2024-09-29
4865,2440,100,2,22869.22,2016-05-27
4866,8192,45,4,18347.05,2021-08-11
4867,6452,2,1,33994.18,2019-03-23
4868,5390,93,4,29230.2,2018-10-08
4869,10789,47,4,11115.67,2021-09-24
4870,10185,16,4,21701.3,2022-10-01
4871,2060,27,4,15173.37,2020-09-13
4872,3170,80,4,48205.42,2023-09-26
4873,914,96,2,24409.1,2017-02-06
4874,15728,89,1,19266.74,2023-10-05
4875,14155,16,3,7851.73,2015-09-19
4876,788,68,2,44202.83,2023-02-13
4877,19417,82,3,18622.49,2016-12-20
4878,10955,35,1,2891.44,2019-08-19
4879,8206,12,4,3062.52,2025-05-10
4880,8099,66,4,40663.85,2016-12-04
4881,3534,4,1,5655.56,2018-10-26
4882,15519,46,2,2977.96,2020-09-12
4883,7811,96,2,2196.59,2016-09-04
4884,11168,12,4,723.71,2017-02-05
4885,1784,38,1,40730.05,2017-10-06
4886,10932,14,1,8618.98,2019-10-07
4887,17029,17,3,10364.44,2022-05-07
4888,7758,3,4,17842.95,2024-05-08
4889,2390,92,2,5046.39,2019-09-05
4890,19660,1,4,30553.59,2021-10-04
4891,14370,64,2,41837.59,2018-04-02
4892,3135,34,2,46410.01,2021-03-09
4893,14630,81,1,11384.66,2018-02-05
4894,18971,6,1,23529.93,2025-03-17
4895,4091,36,3,24687.35,2017-01-19
4896,2803,95,3,20965.43,2016-04-05
4897,1989,48,4,12148.02,2022-03-14
4898,1093,9,1,3043.78,2019-10-21
4899,12367,43,2,23040.17,2023-01-05
4900,10266,55,1,44239.37,2022-11-08
4901,2131,75,3,33463.47,2019-03-05
4902,4180,78,1,19791.67,2020-08-25
4903,2032,28,2,9880.63,2019-12-07
4904,14481,28,2,25229.92,2025-02-20
4905,1796,99,4,27406.08,2017-07-29
4906,9879,20,4,28802.29,2019-05-13
4907,14151,61,2,6801.71,2020-11-07
4908,2156,53,1,17990.66,2025-01-10
4909,3337,90,3,14349.88,2019-05-30
4910,1829,80,1,38476.95,2024-06-07
4911,18326,19,3,27461.94,2021-05-11
4912,1711,100,2,2619.54,2024-12-03
4913,9664,49,4,9051.82,2022-08-02
4914,12500,72,3,40680.24,2023-01-30
4915,13163,74,1,3889.09,2016-05-18
4916,3141,75,1,12348.05,2023-09-07
4917,13472,34,3,49048.87,2020-05-09
4918,7639,58,1,36426.38,2019-09-27
4919,19647,29,2,34462.14,2018-09-14
4920,348,66,1,11788.72,2019-03-07
4921,14858,60,2,21701.08,2018-10-26
4922,12581,79,2,18604.98,2021-08-26
4923,15212,26,1,23953.84,2019-08-08
4924,14029,6,3,22957.57,2019-09-02
4925,3319,73,2,8940.79,2018-04-07
4926,11129,20,1,46068.29,2016-08-19
4927,852,87,1,42941.73,2021-01-16
4928,14880,48,4,4918.96,2021-12-09
4929,16949,23,1,24584.61,2024-07-10
4930,10755,27,2,42292.05,2017-02-06
4931,19262,78,3,45580.5,2018-10-09
4932,6308,7,2,37203.34,2020-01-23
4933,3540,49,1,26148.42,2019-08-10
4934,3365,7,1,35216.08,2016-06-12
4935,403,47,3,27051.4,2020-06-20
4936,19503,53,2,31918.42,2017-06-13
4937,2214,26,3,45288.37,2023-01-25
4938,19428,53,4,24301.15,2024-05-08
4939,6345,6,2,49895.1,2023-10-02
4940,18784,57,1,24638.79,2022-08-24
4941,4129,11,1,28905.12,2020-03-29
4942,16676,20,4,3305.83,2022-05-10
4943,8398,39,3,48705.33,2024-08-12
4944,11646,16,4,47096.12,2024-01-29
4945,13796,27,2,9293.81,2016-01-18
4946,15775,62,4,42305.2,2020-07-09
4947,14570,27,2,38834.68,2023-11-05
4948,6093,79,1,33340.64,2023-09-12
4949,7968,39,1,44691.1,2018-06-21
4950,4512,79,4,28551.18,2024-07-07
4951,1445,12,3,48986.0,2022-02-14
4952,1983,18,3,33948.06,2019-11-15
4953,4184,83,3,35603.13,2021-04-10
4954,10213,41,4,40715.16,2016-01-15
4955,19154,69,2,12439.09,2016-11-10
4956,14282,9,2,41582.83,2018-10-05
4957,16815,73,3,5856.7,2017-03-14
4958,11723,29,3,40667.27,2023-02-19
4959,10198,56,3,32690.26,2016-04-23
4960,19126,50,1,37995.4,2025-02-03
4961,17733,75,3,2223.81,2016-11-07
4962,4772,37,2,40168.8,2018-04-24
4963,4831,25,4,22975.93,2022-08-09
4964,15386,56,1,13335.88,2023-06-24
4965,10115,39,4,48841.97,2018-05-03
4966,19770,27,3,31749.33,2017-05-27
4967,11237,55,4,49807.16,2019-10-12
4968,9538,45,1,30128.02,2016-03-06
4969,12086,87,3,43322.29,2017-11-19
4970,265,89,3,31324.37,2023-12-17
4971,16964,25,1,14715.8,2024-11-20
4972,19217,11,3,2687.72,2021-12-09
4973,4739,85,2,47240.55,2024-09-08
4974,1879,40,1,32000.69,2016-05-04
4975,7779,95,4,39754.28,2021-01-12
4976,16617,41,4,3906.46,2021-06-12
4977,18333,89,2,36827.96,2023-11-05
4978,1790,77,4,43905.6,2019-05-09
4979,13831,36,2,38344.79,2018-07-31
4980,11267,48,2,25718.82,2018-04-11
4981,6404,54,2,24566.06,2023-06-27
4982,6566,71,2,10257.55,2021-09-18
4983,6595,98,3,32528.81,2015-09-26
4984,2242,16,4,44762.17,2024-03-25
4985,11192,48,4,18438.87,2017-01-03
4986,6205,5,1,6633.68,2019-10-05
4987,15589,97,3,11628.3,2021-04-24
4988,15316,70,3,46398.55,2025-06-07
4989,19654,75,4,15459.24,2015-11-22
4990,10851,41,1,18270.76,2015-11-04
4991,18954,14,4,44060.87,2023-07-29
4992,18550,38,2,14287.95,2021-04-30
4993,10999,49,2,31687.16,2022-10-24
4994,9819,90,4,46676.99,2022-08-21
4995,13720,30,3,45872.58,2024-03-23
4996,10769,84,2,6518.32,2021-10-17
4997,5318,14,1,20509.2,2018-05-08
4998,3436,69,4,2645.36,2017-11-07
4999,14887,58,4,26451.76,2020-10-10
5000,1383,80,4,40329.22,2018-10-01
5001,16251,71,4,49665.77,2019-11-21
5002,7190,75,3,48319.99,2015-07-08
5003,122,62,1,38855.72,2025-05-09
5004,7309,53,1,35458.6,2020-08-21
5005,7546,100,1,2294.96,2015-09-20
5006,15288,30,3,31190.89,2017-05-10
5007,6985,31,4,40358.74,2016-08-16
5008,7833,87,4,33582.42,2019-12-10
5009,15754,98,4,5367.34,2015-07-05
5010,10864,6,3,43557.4,2016-03-31
5011,12318,17,2,46046.96,2024-12-02
5012,6728,26,3,7067.63,2020-10-11
5013,13118,2,4,8149.95,2018-02-24
5014,6038,36,1,26446.48,2019-09-26
5015,221,20,4,3890.64,2025-07-03
5016,11889,27,1,40755.48,2017-12-02
5017,325,31,2,41208.75,2023-06-14
5018,2417,29,3,6529.21,2017-10-29
5019,11728,89,1,25861.58,2024-07-03
5020,984,67,3,4577.75,2021-07-10
5021,18177,68,4,26698.57,2016-10-24
5022,3775,81,4,6991.2,2023-04-24
5023,4667,98,3,30957.86,2023-05-14
5024,9522,31,2,29741.37,2023-05-09
5025,14432,14,1,23737.88,2020-03-18
5026,6371,85,3,34341.84,2016-12-30
5027,19192,73,4,22733.21,2022-10-15
5028,11794,50,2,19800.05,2023-11-21
5029,1439,1,2,28529.39,2020-05-30
5030,973,99,3,14764.2,2019-06-23
5031,6525,19,4,44000.23,2019-07-13
5032,6483,42,1,38630.13,2024-04-08
5033,9310,4,1,25873.87,2017-07-01
5034,5707,79,2,26754.46,2021-08-01
5035,7175,93,1,20197.91,2018-05-23
5036,8586,92,3,15767.1,2024-07-27
5037,5711,85,2,11159.21,2020-05-13
5038,11136,20,4,23761.1,2018-06-12
5039,18171,64,1,5662.95,2019-07-14
5040,8060,3,1,13913.11,2016-04-27
5041,5851,34,3,5560.21,2022-06-05
5042,6423,1,3,34453.92,2024-07-18
5043,705,4,2,25466.98,2019-05-11
5044,5770,100,4,48693.98,2024-05-08
5045,8579,40,1,28177.75,2022-09-08
5046,3316,32,4,16400.15,2017-09-26
5047,688,100,1,18420.04,2019-10-21
5048,4498,70,1,12084.94,2019-09-19
5049,12417,56,4,34833.76,2024-04-08
5050,3637,49,3,18546.69,2025-01-22
5051,11089,55,1,36164.16,2025-02-13
5052,6890,66,4,46015.73,2017-04-15
5053,9997,39,4,48493.61,2023-01-21
5054,14949,60,3,12019.54,2022-07-13
5055,7870,6,2,14573.11,2016-08-26
5056,12113,64,2,12996.32,2023-02-13
5057,12202,84,1,25896.93,2017-06-12
5058,5616,20,4,31209.77,2019-07-05
5059,17267,50,1,33436.16,2017-02-15
5060,14213,6,4,11389.76,2024-02-10
5061,2143,95,4,10869.93,2020-11-22
5062,3883,21,4,39036.18,2015-07-06
5063,4733,60,4,26765.46,2016-06-23
5064,4286,41,3,43857.02,2017-06-15
5065,6215,62,1,13496.82,2024-03-31
5066,6282,94,2,4484.7,2021-12-04
5067,17451,65,1,20368.63,2021-09-28
5068,12393,78,1,24580.07,2022-04-02
5069,12264,54,4,14268.39,2016-08-08
5070,10419,55,2,47351.38,2023-06-22
5071,19647,26,4,39120.97,2023-03-09
5072,14076,53,3,22017.55,2017-06-05
5073,8014,65,2,21175.96,2024-10-07
5074,1514,4,4,2492.23,2015-09-04
5075,19246,46,2,22810.56,2022-11-20
5076,6197,27,2,22119.73,2015-08-14
5077,17547,63,4,23289.36,2016-04-27
5078,9640,25,1,13581.52,2025-03-13
5079,4869,68,1,6271.38,2022-11-14
5080,10738,8,2,36762.14,2015-09-24
5081,8100,72,3,40624.0,2024-05-12
5082,1746,100,3,8694.97,2021-06-20
5083,9178,68,4,23741.95,2020-04-16
5084,4144,19,3,8225.15,2019-10-19
5085,16655,26,4,13023.98,2020-06-15
5086,19140,25,2,29552.62,2016-11-04
5087,16024,6,4,4007.29,2022-08-01
5088,6857,73,2,27940.61,2021-12-09
5089,2668,59,4,19038.92,2019-03-31
5090,15423,4,1,40499.96,2017-01-02
5091,2126,12,3,49703.48,2021-06-19
5092,5487,78,1,25273.37,2025-01-30
5093,16667,75,3,43238.51,2019-05-25
5094,12718,70,4,12453.92,2020-09-13
5095,16685,22,4,42123.95,2016-11-11
5096,12264,38,2,41217.98,2016-10-28
5097,16338,60,2,15040.74,2017-10-14
5098,17004,64,1,40228.1,2024-04-01
5099,15214,7,2,23049.2,2016-08-30
5100,5866,81,4,48163.54,2025-05-16
5101,10546,88,4,24169.99,2023-08-05
5102,12252,60,1,30421.76,2022-07-04
5103,17219,47,3,33781.25,2019-08-27
5104,15837,13,4,33734.89,2019-03-14
5105,16214,68,1,14335.91,2025-06-10
5106,15525,89,4,2834.0,2021-02-15
5107,8793,51,4,28404.81,2024-11-09
5108,19045,18,4,41866.75,2021-07-08
5109,13139,14,1,6820.77,2017-04-26
5110,19136,1,4,42567.7,2018-11-09
5111,1200,73,3,42679.05,2019-12-19
5112,6790,65,1,38589.03,2021-06-22
5113,7194,85,1,17105.49,2018-08-31
5114,6652,81,3,13316.09,2022-10-28
5115,14814,84,4,5024.2,2019-05-19
5116,7681,53,1,22493.49,2023-05-22
5117,12973,25,3,43914.76,2025-03-17
5118,7163,52,1,43841.0,2024-12-22
5119,10027,59,2,21443.7,2023-03-01
5120,13928,68,2,36545.3,2021-07-04
5121,12357,88,4,36462.68,2023-02-15
5122,18723,23,2,38613.1,2018-05-06
5123,5152,65,2,43578.0,2017-08-03
5124,12259,84,2,6955.95,2022-07-19
5125,8341,84,1,15644.4,2018-03-25
5126,18041,9,2,43070.51,2023-10-10
5127,2778,55,4,3137.76,2024-09-12
5128,4402,70,1,29963.9,2018-08-04
5129,2754,74,1,24253.24,2025-01-20
5130,9669,50,2,3143.21,2024-06-02
5131,14566,2,3,1174.69,2015-10-17
5132,17001,2,4,13447.09,2024-12-24
5133,11521,49,2,8456.75,2019-02-15
5134,7543,100,1,13766.26,2015-07-25
5135,19136,52,4,30032.8,2015-08-24
5136,1349,65,4,49926.71,2025-03-28
5137,15246,88,2,29184.3,2016-05-07
5138,16786,68,4,22226.11,2022-04-19
5139,11023,9,4,27682.2,2019-09-29
5140,13963,21,4,16219.37,2018-03-21
5141,14784,63,3,35614.13,2017-06-21
5142,15321,76,1,37884.34,2016-02-23
5143,14173,7,4,5385.73,2021-03-24
5144,13401,40,3,17638.38,2020-05-07
5145,12043,94,2,19159.48,2019-10-18
5146,16304,21,4,6629.68,2021-07-30
5147,10389,48,4,17566.64,2022-01-31
5148,8947,22,4,11567.28,2024-11-18
5149,12530,70,1,35028.76,2024-01-03
5150,810,87,2,10872.72,2017-01-04
5151,5885,35,2,47077.4,2017-02-10
5152,14474,49,4,4265.89,2025-03-26
5153,7661,42,3,29045.9,2021-12-30
5154,8704,65,1,4137.85,2020-11-13
5155,2487,3,3,14556.83,2022-10-14
5156,11767,55,2,48170.24,2017-06-09
5157,2701,70,2,13360.36,2016-11-08
5158,9651,100,4,24111.98,2025-01-09
5159,16442,10,3,40939.05,2020-11-09
