loan_id,customer_id,account_id,loan_type_id,amount,start_date,term_months,interest_rate,issued_by_employee_id
2171,13814,33271,3,17459.59,2022-06-26,36,5.93,1763
2172,7951,24173,4,19047.8,2023-05-19,36,6.1,781
2173,11913,264,3,74223.97,2024-05-19,60,8.19,1144
2174,14683,23835,1,52000.41,2020-10-09,12,5.42,893
2175,9681,38048,3,25034.76,2020-07-12,24,8.35,1113
2176,6075,17526,2,4825.97,2021-03-08,24,8.63,329
2177,11519,1125,4,29263.08,2021-02-23,36,7.54,580
2178,2951,19116,4,49121.9,2023-05-23,24,7.9,1934
2179,8890,15385,1,24936.98,2022-05-29,48,7.95,1381
2180,10067,30159,3,71919.15,2024-02-21,60,7.31,1634
2181,8139,35036,2,23674.94,2023-10-28,12,5.52,1291
2182,5129,28538,1,17484.81,2023-01-06,24,9.73,1641
2183,11903,22309,2,15106.67,2022-06-28,24,5.88,952
2184,1073,24316,3,59261.96,2023-01-10,60,4.15,1347
2185,5645,34879,4,2555.79,2021-08-29,60,7.42,635
2186,15015,3390,4,11417.16,2022-01-11,36,6.57,988
2187,8950,24290,3,57185.61,2024-03-04,48,7.89,1565
2188,3823,28100,2,2752.91,2021-08-11,12,4.97,1673
2189,9243,13556,2,43715.59,2020-12-11,24,9.88,1219
2190,18475,34117,3,14677.82,2024-03-08,24,3.57,921
2191,17623,15045,1,43972.1,2023-07-14,60,7.66,738
2192,8063,35154,2,54227.53,2023-02-28,60,3.36,1356
2193,12348,25548,4,96898.63,2022-11-29,36,4.99,170
2194,11101,38639,3,28818.49,2022-09-01,24,6.36,521
2195,13897,32768,1,97175.13,2023-12-19,48,7.17,1487
2196,17572,9713,3,47319.15,2020-11-14,12,8.49,40
2197,1243,13209,1,13871.82,2024-06-01,60,6.2,1561
2198,17951,36423,2,63343.33,2022-10-24,12,7.91,1285
2199,8795,24017,3,91894.15,2021-06-29,60,9.7,1419
2200,16338,7166,3,23180.13,2022-04-14,24,4.11,955
2201,11545,28014,3,11048.29,2022-03-23,48,3.72,1250
2202,13066,19797,1,29342.77,2024-01-30,60,3.85,984
2203,6564,39921,2,23067.03,2021-12-27,12,4.3,1148
2204,3559,37732,4,89956.07,2021-11-18,12,6.07,975
2205,12416,22502,2,33038.25,2022-04-09,60,4.14,38
2206,10342,11128,4,58263.86,2021-08-17,12,3.97,328
2207,1389,26875,1,67195.06,2020-12-13,12,9.9,1275
2208,4404,32013,4,73072.73,2022-02-02,60,8.87,1925
2209,11193,10708,3,54605.61,2023-09-11,24,6.27,1200
2210,382,634,1,97544.02,2021-01-01,24,9.23,1626
2211,4588,18931,3,5198.34,2021-03-01,60,6.59,914
2212,10739,29923,3,89106.43,2023-10-01,12,4.62,454
2213,3831,3721,1,44176.09,2023-10-09,12,3.03,37
2214,10105,30796,1,5197.19,2024-05-29,48,5.94,1340
2215,11009,7257,1,39475.54,2023-07-15,12,5.27,1712
2216,17724,25401,1,78627.02,2024-01-10,36,5.05,973
2217,18732,36255,1,86036.69,2022-11-08,48,8.16,796
2218,5024,9048,1,28274.81,2022-04-19,36,6.68,1989
2219,15459,23307,2,65301.41,2022-08-09,36,5.03,973
2220,1286,10721,4,16180.51,2022-12-15,36,4.18,593
2221,19319,180,1,35154.36,2024-03-22,24,6.57,1138
2222,12532,10462,2,81293.52,2023-05-31,36,4.32,1064
2223,5980,22001,1,7312.15,2023-12-05,36,8.74,1325
2224,17846,8603,3,87974.92,2024-04-05,48,6.09,224
2225,17348,4058,1,90259.37,2023-10-31,24,4.74,318
2226,13386,4457,2,9256.23,2023-07-20,60,5.65,349
2227,5592,35724,2,74892.78,2021-04-09,24,9.79,115
2228,9108,6529,3,41459.55,2021-08-23,24,5.18,698
2229,9011,11041,3,75752.91,2021-10-13,60,7.03,1347
2230,5607,20292,3,33786.3,2020-07-08,12,9.95,1592
2231,10512,9322,2,6220.92,2022-11-11,24,9.98,1064
2232,14784,8416,4,43250.23,2020-11-17,36,6.1,1890
2233,10120,7581,2,83050.86,2021-10-31,60,5.22,40
2234,16569,27463,1,58164.42,2023-03-02,48,5.77,1883
2235,8146,4188,2,82746.59,2023-05-09,24,6.3,1997
2236,12162,18357,3,1235.82,2023-05-14,36,4.16,1773
2237,13968,8776,3,94013.33,2023-05-15,48,3.97,1313
2238,17556,10871,4,61047.85,2020-12-02,48,7.99,1286
2239,18464,38126,3,86534.22,2021-08-30,48,6.78,216
2240,18230,33788,1,39542.23,2021-02-08,24,3.83,1171
2241,18788,5197,1,26296.81,2020-09-28,12,4.67,336
2242,18805,9555,4,43072.83,2021-07-23,48,8.69,1192
2243,9647,3218,2,80651.75,2024-02-12,12,5.19,92
2244,3880,22997,1,88074.22,2023-06-17,36,3.84,353
2245,18683,37790,4,28142.81,2023-07-14,60,3.67,571
2246,16499,31451,2,37338.13,2024-05-12,12,6.28,1595
2247,7638,5359,4,31189.08,2021-06-03,24,5.88,816
2248,19464,34899,2,31126.4,2021-09-22,60,8.86,1705
2249,15251,5567,2,68231.4,2022-07-03,12,9.95,781
2250,11708,20571,2,58009.36,2022-02-09,60,6.07,363
2251,17402,25594,3,87763.02,2020-12-18,36,3.7,557
2252,9827,11400,3,18643.21,2023-08-16,36,4.44,1369
2253,11428,34058,1,19749.83,2021-06-11,60,6.54,1717
2254,8808,3695,1,60291.29,2020-10-24,60,8.12,1194
2255,16929,16024,1,20356.64,2022-08-29,12,6.26,356
2256,8065,29816,3,66348.46,2024-03-15,48,3.46,191
2257,16672,19015,4,67650.76,2024-04-30,36,6.44,1691
2258,11453,3831,4,34078.93,2020-08-21,60,5.85,422
2259,1385,33152,4,14883.82,2022-01-13,60,6.32,700
2260,2167,31718,4,9238.89,2022-10-13,60,6.32,7
2261,10231,34027,2,87040.44,2022-03-28,60,7.27,133
2262,15880,5627,2,46334.38,2022-01-08,24,7.0,1771
2263,19006,15400,2,65895.45,2022-02-18,12,8.25,557
2264,11429,11101,1,12239.52,2022-10-31,12,6.75,826
2265,7963,28721,2,60491.21,2021-03-04,48,8.06,761
2266,15532,19085,1,92271.48,2021-09-04,60,9.15,1055
2267,7088,10120,3,93427.85,2022-02-16,12,7.24,535
2268,1586,23974,3,70615.34,2023-06-01,12,3.38,426
2269,18859,12248,3,26668.04,2021-03-26,60,9.08,1418
2270,3924,33218,3,18537.47,2024-04-06,60,4.13,672
2271,17772,1445,2,40176.13,2023-05-23,48,5.44,363
2272,17077,26255,1,71891.77,2021-04-26,12,4.03,1461
2273,1440,25954,2,4561.83,2021-03-21,60,6.6,1694
2274,17205,34244,3,61292.52,2020-08-12,48,9.82,1575
2275,18738,16329,3,58968.52,2021-09-17,60,6.96,1951
2276,260,35852,3,12129.33,2024-06-27,12,5.14,82
2277,18843,31497,4,78180.32,2023-02-09,12,3.31,356
2278,15154,19923,2,40249.19,2021-02-28,60,9.66,1282
2279,9576,27698,2,42185.19,2023-08-04,12,8.37,1742
2280,15581,35579,4,45785.64,2024-06-28,48,4.88,589
2281,4194,12184,1,57213.85,2020-08-21,48,7.81,1548
2282,10024,23970,4,2958.9,2022-01-04,12,9.43,295
2283,8132,22884,3,26590.32,2021-10-05,48,6.61,1986
2284,341,3155,1,14157.77,2021-10-29,36,3.38,1248
2285,3075,23899,4,8760.01,2023-12-15,48,8.01,1549
2286,7733,8294,4,56555.78,2023-05-17,24,3.05,1070
2287,9380,5160,2,57448.55,2020-11-18,24,5.87,1691
2288,18825,16369,1,28930.43,2020-09-30,36,5.32,1137
2289,14969,38704,2,75872.7,2021-05-29,12,8.29,1257
2290,4413,30494,2,92690.75,2021-08-31,48,9.82,17
2291,5449,35492,1,91276.93,2021-08-18,60,7.68,360
2292,6992,11901,3,95614.51,2020-08-14,48,9.38,1247
2293,11943,14394,4,81821.34,2021-07-31,48,9.02,866
2294,9112,28736,3,45384.01,2020-11-15,36,3.79,700
2295,18821,1718,2,45581.72,2022-07-01,48,3.48,448
2296,18317,22452,2,32173.33,2023-03-11,24,8.93,856
2297,1184,35693,1,10518.31,2024-05-01,36,9.72,365
2298,5073,38252,4,43869.6,2021-08-06,12,4.45,675
2299,13572,35149,3,12638.94,2024-05-24,12,6.88,1008
2300,12853,18176,3,36069.68,2021-05-24,24,9.82,1350
2301,5486,32707,2,13621.23,2024-06-03,60,9.58,467
2302,19484,20783,4,18285.27,2022-12-14,60,7.96,414
2303,6132,29359,2,34517.49,2022-03-26,36,5.69,1479
2304,11846,3029,4,84420.81,2023-11-04,36,8.07,586
2305,12853,16264,2,43200.03,2022-05-28,60,6.1,1257
2306,590,21543,3,46702.14,2022-05-26,48,9.35,1248
2307,7426,24962,4,63990.43,2022-12-28,36,8.99,994
2308,3858,19070,2,39021.45,2023-12-14,24,7.62,1855
2309,18432,19481,3,85281.6,2022-11-14,60,9.34,1436
2310,11409,236,2,73593.56,2023-12-11,12,4.46,572
2311,2539,36467,1,70217.7,2021-08-16,36,6.82,335
2312,7002,27202,1,24639.49,2022-02-28,36,7.87,1246
2313,18767,1050,1,41418.26,2020-08-31,48,5.42,37
2314,5001,27192,3,32378.33,2021-05-15,24,6.59,989
2315,7163,12621,2,15313.1,2023-02-22,48,8.06,278
2316,5036,34687,2,36240.11,2023-07-03,24,5.51,1220
2317,11843,4447,4,45740.37,2020-08-15,36,9.28,916
2318,13925,27438,2,59868.84,2021-06-07,12,8.1,1888
2319,18991,7211,4,60589.4,2021-06-24,12,4.85,484
2320,4230,32362,3,17667.76,2023-01-18,24,5.06,1266
2321,7890,4957,3,6555.64,2023-01-11,24,5.72,1348
2322,8163,19125,3,41745.01,2022-05-10,48,5.1,731
2323,7472,15472,2,36468.18,2022-01-07,48,3.88,192
2324,13323,37891,3,61612.62,2020-10-07,12,3.46,1041
2325,11520,18555,4,51484.95,2024-03-01,36,7.49,524
2326,3152,29375,3,98426.44,2022-08-10,24,9.27,918
2327,19973,13103,3,9505.49,2021-01-14,36,7.24,401
2328,2176,36944,4,47445.38,2023-01-11,48,5.81,1930
2329,865,11060,4,22326.44,2020-07-31,12,5.74,886
2330,17179,431,3,39635.78,2021-07-25,36,6.14,705
2331,10379,23647,4,95224.51,2022-10-11,60,9.85,22
2332,18145,37525,1,38069.83,2023-11-26,60,4.86,474
2333,19695,27361,3,40339.45,2022-03-23,60,8.96,1144
2334,13717,22856,2,73011.99,2022-01-06,36,9.15,210
2335,4917,5729,4,10015.07,2021-08-03,60,8.07,306
2336,7470,29469,2,77416.9,2022-06-02,60,4.65,1294
2337,13852,35220,2,60964.02,2023-01-04,36,6.62,704
2338,7349,6757,3,55125.58,2022-08-09,24,4.63,687
2339,14243,34374,3,12197.22,2023-01-29,24,4.26,285
2340,4238,37884,1,29843.82,2022-06-28,24,6.62,716
2341,3921,16359,1,42388.73,2023-11-12,24,4.91,1700
2342,14344,668,4,51066.12,2021-02-01,48,8.59,763
2343,16561,27297,3,26964.0,2021-12-03,12,7.0,1251
2344,158,24950,4,63679.81,2023-09-19,24,8.37,948
2345,4607,24312,3,28140.39,2021-12-15,48,7.45,381
2346,7033,6539,4,24661.89,2024-01-10,60,7.14,460
2347,6290,25391,3,39812.45,2024-01-28,24,6.71,1031
2348,4238,7194,2,37425.64,2021-09-15,60,9.08,29
2349,1760,35948,2,59810.68,2021-03-11,24,8.99,907
2350,18277,21448,3,13753.57,2023-05-13,12,7.95,1057
2351,15534,32160,4,93393.16,2022-03-21,24,4.92,1670
2352,1894,37591,2,23814.97,2023-11-13,36,4.42,879
2353,3294,38892,2,56867.94,2020-08-20,36,6.4,79
2354,10143,8711,4,83470.2,2020-07-29,24,5.78,1952
2355,16031,16533,4,72753.42,2021-04-20,36,5.2,947
2356,15809,12994,3,83283.44,2024-01-11,60,9.95,459
2357,10305,4076,2,24682.6,2023-11-08,12,9.24,570
2358,9285,31829,1,33718.28,2023-10-01,48,9.69,1562
2359,139,32465,1,52370.85,2022-02-27,48,7.68,1506
2360,11219,22533,2,54560.64,2023-10-13,48,7.36,1454
2361,14255,20490,4,45277.51,2021-09-23,48,5.69,738
2362,1683,9851,4,32483.38,2023-12-31,24,8.39,1309
2363,15037,8536,3,34539.32,2021-09-02,48,5.29,516
2364,9905,26883,1,55857.96,2023-10-21,60,8.99,2001
2365,3225,12390,3,28610.82,2023-06-04,48,5.29,1123
2366,752,6536,1,43176.11,2022-06-05,24,6.3,397
2367,1988,25850,1,99582.27,2022-10-19,12,7.48,1513
2368,15366,32718,2,39254.07,2023-08-21,36,4.28,39
2369,10687,12297,2,30851.13,2022-08-02,12,4.48,1295
2370,8024,10027,3,77637.66,2021-10-05,24,8.02,887
2371,13471,2983,4,55712.59,2020-09-21,24,4.59,797
2372,9284,33027,4,44663.75,2021-01-16,48,7.3,157
2373,10571,2432,2,5174.9,2020-07-08,24,7.48,1099
2374,7687,29720,3,26002.95,2022-01-21,12,9.61,884
2375,10350,24514,2,36578.89,2024-01-15,24,7.78,1824
2376,5528,9935,3,61905.1,2023-08-02,36,4.13,1154
2377,6963,21332,3,66880.72,2022-09-07,48,6.15,1711
2378,2506,16749,2,94445.66,2021-03-13,24,4.89,974
2379,10054,1769,3,6861.72,2021-07-03,48,9.93,1108
2380,17739,9551,4,28047.16,2020-08-10,24,5.69,1046
2381,10491,24755,1,67965.07,2024-05-21,24,5.3,1483
2382,7524,22106,4,63744.9,2021-01-21,12,3.33,1563
2383,15504,28301,1,61602.47,2024-02-04,48,4.44,1731
2384,4625,28654,1,55160.27,2020-12-20,48,5.42,849
2385,2005,19855,3,4778.82,2021-11-30,12,7.21,1406
2386,5932,34437,3,56281.57,2021-07-30,24,6.42,748
2387,9835,26020,2,10550.21,2022-10-25,12,6.97,1464
2388,14480,148,4,11863.81,2023-07-18,12,4.73,1628
2389,5057,35905,4,60708.99,2022-10-24,60,6.83,989
2390,8716,18762,3,98616.9,2021-05-09,60,6.3,21
2391,8996,24127,1,39002.95,2021-06-09,60,6.14,303
2392,7291,24513,1,14165.67,2020-07-22,60,3.98,2000
2393,17163,36155,3,8767.5,2023-11-12,36,8.39,869
2394,195,12675,2,54789.78,2021-08-08,60,4.93,1979
2395,9161,11653,2,11991.07,2021-05-28,48,4.17,84
2396,9739,28111,1,73601.45,2023-01-12,12,6.07,1798
2397,14494,23215,1,78873.28,2021-07-24,12,7.21,1683
2398,14062,5776,4,76139.35,2020-12-25,12,6.87,1977
2399,11371,29711,3,46073.13,2023-05-04,12,4.65,1477
2400,10690,23994,2,83433.46,2020-08-02,48,8.75,1411
2401,10424,13161,3,76706.2,2023-07-04,48,9.09,1531
2402,13272,15269,4,63083.12,2024-01-06,48,8.67,1281
2403,16899,5645,3,27554.21,2022-11-25,60,6.11,570
2404,17614,15809,3,7563.66,2021-11-26,12,7.28,1916
2405,11835,32372,1,37420.53,2024-02-26,36,5.86,934
2406,11043,2147,2,77718.25,2021-02-11,48,4.51,1551
2407,19916,14534,3,11920.77,2022-10-14,36,5.33,1186
2408,8095,14793,2,5443.02,2022-07-16,24,5.51,1981
2409,6787,36866,2,38540.6,2020-08-22,36,6.17,1187
2410,19883,18924,2,46224.5,2023-03-23,24,4.18,1856
2411,13627,6659,3,20610.78,2020-11-16,12,3.56,1009
2412,12589,36791,2,39882.96,2020-07-11,36,4.59,793
2413,12502,4580,1,69507.84,2023-10-28,12,6.31,792
2414,9784,15315,2,41526.19,2023-03-14,24,6.62,1548
2415,6590,4050,4,90909.69,2020-07-12,36,8.02,1810
2416,7314,23711,1,44839.63,2023-07-06,60,5.02,1295
2417,10771,38274,1,63381.22,2021-11-10,36,8.88,492
2418,8499,9132,3,26779.35,2022-11-11,36,3.55,208
2419,11945,12785,2,60414.21,2023-05-12,60,8.72,1563
2420,11394,32607,2,21271.41,2023-03-21,12,9.73,1608
2421,10770,36968,4,52322.11,2024-06-30,24,7.32,1084
2422,1538,26353,4,39210.39,2022-07-02,24,8.18,430
2423,7352,22740,1,11932.51,2021-10-03,36,8.0,985
2424,15576,4623,2,33762.51,2021-06-14,48,7.79,1681
2425,13529,32795,4,56510.88,2023-12-29,48,4.32,1629
2426,11715,38418,1,67758.15,2023-09-08,12,3.32,1333
2427,8270,21962,4,65004.64,2022-12-24,48,4.38,520
2428,2768,23069,2,13817.67,2021-04-03,24,8.95,591
2429,13332,26828,3,50612.12,2021-03-26,12,4.84,1051
2430,3315,39779,3,79785.28,2022-04-28,12,6.22,1710
2431,4937,36912,1,28744.17,2023-02-14,36,5.24,1586
2432,5811,20951,3,42123.86,2023-03-23,12,8.2,199
2433,11445,36676,1,7442.71,2021-12-11,12,6.75,387
2434,14935,30143,2,12390.65,2022-10-11,24,8.07,349
2435,13223,11280,4,3566.72,2021-08-25,24,3.97,960
2436,12627,13651,2,3412.67,2022-03-12,48,9.12,1964
2437,15278,9914,3,77473.04,2021-08-08,24,5.28,693
2438,12550,10853,3,73561.4,2022-12-15,24,9.13,1560
2439,12674,39173,2,77803.24,2023-04-06,60,5.33,1852
2440,12954,35734,4,99343.93,2021-11-29,12,7.95,378
2441,18946,33921,2,27027.23,2020-10-26,48,8.3,899
2442,3455,19507,4,3839.6,2023-03-14,48,5.33,916
2443,2171,1282,1,37508.77,2021-06-03,60,4.58,1582
2444,10986,11773,4,95632.32,2023-07-10,36,3.4,527
2445,11304,37058,1,84030.94,2023-12-28,24,9.18,1177
2446,12887,25720,3,23285.04,2023-04-15,48,6.68,734
2447,8178,3441,4,6068.46,2022-10-27,60,7.47,206
2448,3797,33912,2,19584.41,2021-08-05,12,6.9,455
2449,12472,3534,3,77109.17,2022-11-16,60,8.93,1297
2450,6320,27295,2,77771.87,2020-08-30,12,4.52,1918
2451,12673,23972,1,79987.58,2023-04-12,12,9.97,1260
2452,13682,5231,1,54415.31,2023-09-13,48,8.14,1876
2453,2741,37763,1,82101.99,2020-11-10,36,6.55,1764
2454,13505,31465,3,37650.79,2021-08-17,60,3.88,521
2455,11831,27811,4,95993.79,2020-08-29,24,5.88,1702
2456,1649,8607,2,53591.15,2021-04-16,24,9.93,1968
2457,19581,37097,2,20009.68,2020-07-11,24,5.57,1017
2458,11869,7080,1,59175.07,2021-11-26,24,8.04,956
2459,16952,32717,2,94282.24,2021-11-08,36,3.04,1855
2460,13311,19719,2,45641.86,2023-10-02,12,9.12,726
2461,491,2377,1,42789.58,2022-09-26,12,4.51,1014
2462,766,28655,1,77956.25,2023-10-13,12,7.92,501
2463,15525,26181,4,67588.18,2022-06-28,36,8.64,117
2464,9647,11427,3,80804.92,2021-08-12,36,9.4,386
2465,14819,29948,4,86462.55,2023-06-18,24,6.38,1368
2466,1142,1783,2,75654.13,2020-12-31,48,7.9,584
2467,1573,11967,3,38254.66,2023-05-12,12,5.08,395
2468,16544,36996,4,69862.31,2022-08-23,60,8.12,1088
2469,17332,12784,3,21496.2,2023-11-10,48,9.62,1741
2470,1552,36068,4,68005.98,2023-07-31,48,3.83,721
2471,8646,26195,1,44150.01,2024-06-08,36,5.48,72
2472,3484,21210,3,53351.31,2024-05-26,24,7.27,1813
2473,5828,14651,2,2664.8,2022-10-15,12,9.54,274
2474,14487,38098,2,79292.05,2020-09-27,24,4.57,1344
2475,2538,13177,3,80699.68,2023-04-04,60,4.93,338
2476,18438,29153,3,93233.34,2023-07-01,36,3.79,1390
2477,8605,28503,1,92615.76,2023-11-23,24,8.63,1519
2478,18500,28921,1,78843.43,2021-04-16,48,8.97,607
2479,12208,19467,4,62839.7,2021-01-20,48,8.69,166
2480,15879,23411,2,97437.92,2021-06-22,24,9.36,1568
2481,12446,22497,4,39645.52,2022-09-21,36,5.27,11
2482,950,18503,1,11441.38,2022-05-18,60,7.94,1325
2483,4568,15440,3,14397.76,2022-01-23,12,8.1,729
2484,3011,9748,3,65679.91,2021-09-01,60,6.16,801
2485,5259,31021,1,32641.7,2021-01-12,60,7.63,102
2486,384,27327,4,67972.37,2024-05-08,36,5.07,1449
2487,3535,5615,2,29017.74,2021-07-20,24,6.33,1416
2488,8241,23810,4,72420.54,2023-05-25,24,3.05,779
2489,4566,31220,3,26444.01,2022-12-14,12,4.26,214
2490,6443,21050,2,28304.92,2024-05-06,60,5.57,1715
2491,13404,22929,4,13417.98,2023-05-17,60,3.86,1112
2492,11113,3552,1,70062.08,2020-10-16,24,7.6,1577
2493,19287,20135,2,87538.53,2024-02-01,12,5.2,401
2494,6378,21920,3,97381.95,2020-09-25,48,3.23,588
2495,6200,21434,3,29806.82,2023-01-22,24,3.5,889
2496,19936,31280,4,90815.79,2021-05-15,36,7.43,1070
2497,19213,27018,3,73092.19,2023-06-29,48,5.43,1696
2498,1819,2786,1,8687.67,2021-11-08,36,9.16,1487
2499,11418,1429,2,60120.4,2020-08-11,48,9.75,592
2500,2388,25293,2,98104.02,2023-06-18,24,4.1,1334
2501,8927,3265,4,27827.52,2020-09-25,48,9.25,1110
2502,14627,15396,2,16351.46,2024-05-21,60,7.55,92
2503,15109,9685,4,46519.97,2023-03-20,36,9.83,1684
2504,7852,21267,4,38468.69,2024-02-07,24,6.58,673
2505,14092,24162,2,6319.19,2021-03-15,12,8.8,714
2506,12739,17839,3,29947.46,2022-06-08,24,8.81,936
2507,17355,756,4,41591.93,2023-11-07,24,4.37,1952
2508,8361,11120,1,39991.8,2020-07-08,12,6.86,242
2509,17776,9831,1,19189.35,2024-05-16,48,6.05,1889
2510,15256,13687,3,11152.99,2024-04-07,36,7.5,2
2511,7754,2749,3,76422.12,2022-03-28,60,3.21,225
2512,15769,7957,2,23298.9,2021-01-03,48,9.51,801
2513,298,24000,4,83000.97,2023-09-28,36,6.93,1769
2514,8503,2772,2,90480.46,2021-05-23,12,4.41,1997
2515,9151,24726,1,16229.0,2022-11-09,12,5.11,1950
2516,11000,3898,4,82962.86,2020-07-21,48,8.22,1953
2517,12767,1346,1,86430.72,2021-02-09,24,9.25,589
2518,8762,33510,2,45200.9,2022-09-18,48,6.54,116
2519,3173,4773,3,12216.23,2024-06-20,12,5.54,1690
2520,4738,27771,4,36179.36,2021-04-16,48,9.82,918
2521,8813,11083,2,55777.95,2024-01-07,24,3.49,1127
2522,14569,25911,4,34378.28,2020-08-24,60,4.98,194
2523,7240,21253,2,55840.62,2024-03-19,12,4.16,1190
2524,5988,19586,3,34102.91,2021-08-14,48,3.01,871
2525,2776,8349,2,32862.24,2020-08-28,48,8.87,90
2526,6316,30540,4,49455.97,2023-08-11,60,6.39,1710
2527,6085,21890,1,40375.23,2021-03-06,48,3.28,122
2528,5372,34766,1,16159.85,2022-08-24,48,9.27,143
2529,19568,11122,2,28323.03,2024-05-14,12,8.22,994
2530,3920,6683,3,53151.43,2023-05-15,12,3.6,106
2531,5394,6256,3,65935.07,2022-09-23,60,3.9,887
2532,9635,4770,2,89248.07,2021-05-10,24,9.38,428
2533,10942,26272,4,40122.11,2024-03-15,48,3.49,1329
2534,3466,12452,1,48711.11,2023-01-12,48,9.12,1896
2535,11497,3653,2,41658.36,2021-04-02,12,6.24,1995
2536,14040,34673,2,89805.27,2021-08-02,48,7.75,317
2537,11574,6922,1,61143.11,2021-04-21,60,5.57,1987
2538,13262,38439,1,47363.24,2024-02-15,48,7.78,635
2539,5553,26749,4,58222.8,2021-10-07,36,6.99,1926
2540,18947,14432,2,79266.93,2022-10-10,48,3.51,9
2541,4232,31406,4,24979.27,2020-08-15,12,5.83,774
2542,13843,32940,3,29621.64,2023-07-23,12,6.39,1097
2543,4515,25322,3,17450.42,2020-10-14,48,4.21,1383
2544,14287,10109,4,30536.63,2023-08-30,36,5.81,223
2545,10340,4533,1,91603.1,2020-08-14,60,5.17,1440
2546,6301,7893,3,72103.29,2021-03-17,12,8.21,553
2547,17429,14740,2,7508.62,2023-02-09,24,9.9,1394
2548,16046,24369,4,99539.82,2021-09-07,12,6.94,716
2549,1153,37696,3,58503.02,2021-06-07,12,6.18,1288
2550,18675,14545,2,94547.77,2022-02-19,60,9.13,1864
2551,6913,25731,4,3502.09,2024-04-17,24,9.48,1714
2552,9038,2054,3,44563.08,2021-11-12,24,5.13,1884
2553,5016,9126,2,34153.71,2021-05-20,24,8.29,1342
2554,2117,998,3,63469.11,2022-01-03,36,6.23,1108
2555,5308,17871,2,78761.92,2024-03-31,48,3.67,1342
2556,11939,35637,3,66441.34,2023-12-15,12,9.78,111
2557,17676,23943,2,18062.11,2022-05-22,36,5.12,251
2558,17575,16848,1,90039.99,2021-09-12,48,8.63,383
2559,11994,5388,1,45093.27,2021-12-31,60,3.14,7
2560,152,36429,2,79267.47,2021-07-15,12,3.69,459
2561,7182,15757,1,62494.68,2023-11-30,36,6.18,1108
2562,11406,7329,3,18832.45,2023-07-31,60,9.11,208
2563,17561,38784,4,34037.18,2022-05-08,24,7.29,900
2564,9406,7301,1,78729.87,2023-05-28,12,3.34,1414
2565,8214,20830,1,99388.47,2024-06-13,60,7.56,1338
2566,9154,25001,2,11145.93,2022-04-27,12,4.0,22
2567,13420,37938,1,56875.4,2022-03-04,24,6.83,410
2568,5876,4089,2,24337.64,2024-04-26,60,5.62,895
2569,17753,2775,4,12227.03,2021-07-03,48,3.04,515
2570,13210,9747,1,2632.45,2022-01-01,48,5.84,1151
2571,4697,11707,3,28385.44,2024-05-07,12,7.93,809
2572,10041,23924,3,7929.99,2024-05-05,60,5.61,1724
2573,19676,38621,2,16577.13,2021-08-25,60,6.82,874
2574,7228,11523,4,90793.33,2022-07-23,12,9.82,14
2575,6179,3392,3,45708.52,2022-09-09,48,7.05,971
2576,9718,5874,3,93139.47,2022-07-13,12,9.8,978
2577,13413,4798,4,36549.1,2021-02-22,60,6.37,1014
2578,13158,28244,4,14525.78,2022-06-22,48,9.0,1036
2579,8611,26174,2,31954.97,2021-04-15,36,9.02,87
2580,18422,31247,1,87503.14,2021-11-28,12,3.97,1548
2581,273,10243,3,95495.83,2021-01-05,24,5.56,909
2582,665,22000,1,84782.28,2023-10-07,60,7.94,1561
2583,7519,2858,2,43400.02,2020-08-27,12,7.38,1325
2584,15890,684,4,34144.11,2023-12-04,48,5.92,1267
2585,14567,34203,4,57599.0,2024-05-15,48,7.61,122
2586,467,27797,1,64289.27,2024-02-12,60,7.28,1171
2587,10175,20691,2,19687.5,2020-07-12,36,9.27,1591
2588,8283,7598,1,46024.39,2021-12-01,60,5.67,750
2589,15788,10686,2,74979.35,2021-03-25,60,9.56,1380
2590,17919,26113,1,15136.96,2023-11-03,24,4.62,685
2591,3699,25185,4,49194.11,2023-01-14,36,6.11,1928
2592,16489,35770,2,7777.46,2021-12-09,60,9.73,1757
2593,15633,27106,2,73651.53,2021-06-18,36,4.02,1655
2594,7940,18950,4,61909.37,2021-05-11,12,9.5,309
2595,17074,32838,2,54744.89,2021-05-16,60,4.24,695
2596,7215,12319,3,73497.34,2021-08-17,24,9.37,288
2597,6946,4900,4,1402.34,2021-04-21,24,7.76,307
2598,766,9704,1,42497.4,2022-05-17,60,8.73,1836
2599,241,4918,1,20335.78,2023-05-31,12,6.22,1618
2600,19964,18722,2,14459.17,2021-08-12,24,9.81,1990
2601,17689,34073,4,83839.93,2022-03-19,36,5.76,914
2602,5377,5008,2,66423.32,2022-08-29,48,4.36,1747
2603,11407,22672,4,55251.29,2024-02-13,12,6.64,662
2604,8662,9724,2,82477.28,2023-05-30,36,6.49,549
2605,5658,31691,4,7219.25,2020-12-31,24,9.36,1376
2606,11129,30087,3,37084.92,2022-08-28,36,9.76,312
2607,157,38175,3,24265.56,2020-07-17,60,7.78,873
2608,1673,18137,4,68666.75,2022-12-25,48,4.1,1083
2609,4841,24365,1,7805.07,2022-05-09,12,3.86,1667
2610,18203,12059,2,38091.59,2020-08-19,60,9.8,924
2611,2160,11233,1,33336.21,2023-05-26,24,4.38,1738
2612,17605,36702,1,41428.75,2020-10-21,12,4.54,755
2613,12172,15288,3,73976.67,2021-11-11,60,8.06,35
