payment_id,loan_id,payment_date,amount,status,interest_amount
4955,7714,2024-03-31,1635.04,on-time,50.53
4956,12204,2022-09-14,1998.52,late,77.41
4957,2023,2023-05-01,112.07,on-time,42.13
4958,3237,2024-12-31,444.8,late,67.13
4959,14284,2023-01-26,100.7,late,26.78
4960,3655,2024-07-27,1781.53,on-time,77.44
4961,6240,2025-06-24,1750.93,on-time,59.11
4962,4532,2025-06-08,1144.99,missed,28.37
4963,5129,2024-03-07,673.63,missed,36.27
4964,5528,2022-01-11,417.97,late,77.37
4965,11999,2022-09-07,580.27,missed,53.43
4966,11741,2023-04-08,1260.87,on-time,29.44
4967,12840,2024-07-07,1601.6,late,97.05
4968,6641,2021-09-22,1994.75,on-time,74.36
4969,10961,2022-04-01,556.58,late,96.14
4970,4305,2025-01-26,1513.71,missed,48.44
4971,14081,2022-02-12,834.52,late,52.76
4972,5894,2023-09-06,1305.76,on-time,90.82
4973,11524,2025-01-05,1885.21,on-time,57.25
4974,13591,2024-07-18,993.23,on-time,73.66
4975,11853,2022-06-12,876.37,late,32.7
4976,14205,2022-03-15,287.69,on-time,50.21
4977,43,2023-12-26,1130.32,on-time,21.11
4978,5219,2025-02-07,424.16,on-time,28.54
4979,11673,2021-10-11,1834.33,on-time,10.08
4980,8085,2022-05-01,1294.15,on-time,13.53
4981,3043,2025-04-08,1606.96,late,97.96
4982,14946,2022-07-02,1963.25,late,31.81
4983,6647,2023-11-25,307.36,missed,69.7
4984,3724,2023-08-07,907.52,missed,85.52
4985,13218,2024-02-25,1808.08,late,59.56
4986,9125,2024-09-15,386.44,late,23.78
4987,7737,2024-12-12,667.09,on-time,75.53
4988,5421,2022-10-17,1250.13,missed,64.02
4989,5517,2021-08-25,1701.14,missed,75.81
4990,230,2023-07-11,431.83,on-time,79.28
4991,10683,2023-08-22,337.81,late,97.79
4992,9634,2023-07-18,663.87,late,61.62
4993,7644,2024-02-08,1609.14,missed,40.75
4994,14597,2024-08-20,1819.14,on-time,68.36
4995,8426,2022-04-28,1413.06,late,16.16
4996,8529,2023-06-10,1240.76,missed,90.77
4997,7590,2024-06-28,1873.73,on-time,20.74
4998,5986,2023-12-06,259.58,late,39.51
4999,7771,2024-09-26,963.96,late,83.42
5000,9510,2022-11-28,1095.7,on-time,63.76
5001,6861,2021-12-30,1062.24,on-time,45.43
5002,735,2023-09-05,1507.04,late,52.61
5003,9170,2025-01-10,1590.13,late,86.91
5004,5296,2022-02-17,320.57,missed,40.6
5005,10380,2021-10-01,594.37,on-time,88.27
5006,7224,2023-05-10,1912.06,late,17.93
5007,8482,2025-04-05,1663.99,on-time,79.91
5008,7561,2021-10-05,1855.71,late,86.28
5009,3296,2023-06-09,107.33,missed,26.36
5010,8682,2022-08-04,1428.02,on-time,48.73
5011,13681,2023-02-04,191.05,missed,24.89
5012,14737,2022-08-11,1581.96,missed,73.59
5013,5796,2021-10-18,152.38,missed,58.18
5014,8700,2021-07-28,1429.59,late,67.18
5015,12707,2025-03-26,1002.41,missed,27.68
5016,12642,2022-10-14,894.11,missed,29.06
5017,3418,2025-06-01,122.95,late,13.73
5018,11630,2022-09-21,1837.31,on-time,38.99
5019,1457,2024-02-09,1789.1,late,60.38
5020,8633,2022-06-03,1688.56,on-time,87.21
5021,8927,2021-12-13,1212.54,on-time,70.02
5022,2709,2024-07-23,497.09,missed,49.19
5023,10031,2024-04-13,1560.54,on-time,95.78
5024,9670,2022-01-13,1016.96,on-time,74.73
5025,1537,2025-02-07,703.73,on-time,93.71
5026,50,2024-05-24,1251.92,late,57.48
5027,9745,2023-04-15,1270.56,on-time,33.3
5028,6873,2025-05-06,1371.48,late,14.75
5029,3222,2024-08-08,735.02,on-time,75.35
5030,4332,2022-05-15,1152.86,on-time,20.92
5031,6800,2023-09-08,530.93,late,37.25
5032,1817,2024-02-25,980.6,missed,57.92
5033,3192,2025-02-18,1724.51,late,60.8
5034,13008,2025-01-08,170.19,missed,64.05
5035,12570,2021-08-07,1696.4,missed,24.96
5036,7391,2023-12-27,1495.37,missed,44.18
5037,4416,2022-03-30,960.72,missed,65.55
5038,8517,2025-03-08,1096.75,on-time,97.28
5039,11417,2023-05-30,685.67,missed,75.49
5040,14318,2023-02-26,1482.19,on-time,93.03
5041,5812,2025-02-09,1756.11,on-time,78.6
5042,10003,2023-05-15,653.26,late,63.25
5043,13298,2022-03-23,1282.86,late,27.28
5044,5937,2021-08-20,1128.78,missed,70.0
5045,9997,2021-08-18,231.85,on-time,66.1
5046,1323,2025-04-29,419.2,missed,64.22
5047,6392,2021-12-19,502.26,late,54.08
5048,11182,2023-01-14,383.27,missed,57.58
5049,1965,2023-09-30,1387.54,late,40.1
5050,6549,2022-01-12,1809.53,missed,56.74
5051,1135,2024-04-10,217.1,late,27.78
5052,16,2023-04-11,1916.33,on-time,82.47
5053,11223,2023-04-09,1768.33,missed,26.72
5054,6123,2022-02-16,1592.64,on-time,17.65
5055,7616,2023-03-21,1364.31,late,49.26
5056,8503,2021-09-26,460.95,on-time,69.25
5057,13529,2025-04-25,1048.84,late,49.39
5058,2288,2022-08-02,944.94,on-time,34.91
5059,1574,2024-03-28,391.95,on-time,60.24
5060,4425,2024-09-09,864.73,missed,41.23
5061,11367,2023-12-12,1975.43,missed,93.96
5062,8945,2023-10-18,882.95,on-time,93.04
5063,14071,2022-07-06,1063.7,late,55.21
5064,4839,2021-09-11,1716.84,late,39.51
5065,3961,2023-07-19,439.89,on-time,76.34
5066,7881,2024-06-04,917.77,missed,13.3
5067,12127,2022-04-18,1995.6,missed,52.73
5068,12144,2022-02-07,111.48,missed,40.27
5069,12111,2022-08-18,165.88,missed,92.85
5070,3822,2024-03-12,1641.54,late,11.08
5071,8383,2023-02-14,501.71,on-time,59.75
5072,3203,2021-09-01,230.29,on-time,76.66
5073,11379,2025-05-24,161.27,missed,53.65
5074,1796,2023-02-12,1112.28,missed,17.69
5075,13936,2022-07-31,1167.52,on-time,97.52
5076,8295,2021-10-18,1606.74,late,56.62
5077,2436,2022-03-11,553.13,on-time,65.28
5078,11548,2021-12-24,1176.67,late,31.29
5079,6086,2021-08-19,1274.95,late,53.51
5080,9128,2025-02-18,408.95,late,48.62
5081,3141,2024-04-23,1657.6,on-time,16.74
5082,11511,2024-05-11,813.66,on-time,19.55
5083,4750,2024-02-02,1345.87,late,85.37
5084,14983,2023-06-13,1167.25,missed,31.58
5085,8092,2024-10-05,1818.45,missed,27.55
5086,5023,2023-08-08,978.01,late,55.44
5087,13618,2023-10-18,1293.81,on-time,79.19
5088,7539,2021-12-30,1669.93,missed,15.58
5089,12065,2022-12-31,219.99,late,61.91
5090,2806,2024-07-07,1999.12,late,20.73
5091,12753,2023-02-11,481.39,late,13.28
5092,13242,2024-07-29,1089.84,late,14.75
5093,14534,2022-06-06,752.03,missed,85.07
5094,11570,2023-04-05,1900.57,late,20.62
5095,14961,2022-08-10,1984.85,late,14.06
5096,6945,2023-09-07,184.23,late,49.41
5097,7445,2021-11-01,908.42,late,85.96
5098,1505,2024-01-29,1415.29,late,33.62
5099,3250,2023-06-02,1373.63,on-time,47.95
5100,5844,2023-12-28,1983.66,late,13.59
5101,12509,2024-01-16,1499.45,late,50.42
5102,1401,2024-09-02,1882.9,late,61.99
5103,10746,2025-03-24,1560.26,missed,61.38
5104,8482,2021-07-04,196.14,missed,39.92
5105,10544,2021-12-15,935.09,on-time,38.4
5106,11462,2022-02-01,1809.89,missed,19.6
5107,13353,2023-07-01,323.97,on-time,43.01
5108,7651,2024-09-19,1423.61,on-time,18.95
5109,13941,2022-10-14,290.57,on-time,78.99
5110,14466,2022-08-22,1499.36,missed,96.96
5111,11481,2024-04-17,1743.87,missed,97.31
5112,2094,2023-10-01,317.12,late,87.86
5113,1165,2022-12-23,947.88,missed,64.07
5114,14726,2023-01-27,1508.51,missed,73.08
5115,8169,2023-02-07,387.04,missed,35.67
5116,14038,2024-12-14,1260.5,missed,66.77
5117,2336,2023-08-08,322.6,on-time,51.01
5118,7370,2025-04-29,419.65,on-time,53.38
5119,5072,2022-12-06,302.25,missed,78.2
5120,9069,2023-05-21,724.49,late,35.37
5121,13361,2024-11-18,1003.04,missed,38.62
5122,12916,2021-11-27,245.85,on-time,93.22
5123,3362,2022-11-05,670.16,on-time,15.06
5124,6134,2021-09-15,1120.27,on-time,53.71
5125,12532,2024-10-07,785.02,on-time,92.15
5126,6201,2024-06-08,1001.57,missed,64.93
5127,12152,2025-01-07,1018.8,on-time,59.18
5128,2905,2024-09-01,1360.67,on-time,32.48
5129,2335,2022-02-18,1352.72,missed,40.89
5130,7253,2024-12-26,688.71,missed,86.68
5131,815,2024-11-02,783.77,missed,60.33
5132,14674,2023-02-05,1310.2,missed,56.33
5133,10111,2022-07-06,615.43,on-time,18.96
5134,1597,2023-01-26,688.18,on-time,11.44
5135,3730,2022-06-26,505.91,late,96.73
5136,260,2024-03-21,1868.99,missed,43.93
5137,6921,2024-08-23,308.19,on-time,64.29
5138,8690,2021-10-27,1519.08,on-time,17.17
5139,9887,2023-05-22,1579.06,late,71.48
5140,13460,2023-05-05,1137.89,missed,93.93
5141,872,2023-01-23,1729.22,late,61.81
5142,11395,2023-04-26,1573.1,on-time,21.35
5143,12822,2025-05-18,1300.47,missed,62.35
5144,324,2022-02-05,1608.01,on-time,78.97
5145,5307,2024-05-31,1587.8,on-time,46.58
5146,1983,2022-10-09,110.34,on-time,89.19
5147,8533,2023-03-08,930.29,missed,68.38
5148,3293,2025-03-04,353.35,on-time,90.93
5149,3587,2021-10-28,1898.48,late,66.12
5150,1415,2025-04-19,121.74,on-time,21.82
5151,14463,2023-11-25,1133.44,on-time,37.87
5152,4929,2023-09-25,1446.68,missed,28.16
5153,1279,2024-03-01,385.0,late,91.79
5154,14571,2022-10-10,1732.99,on-time,78.44
5155,1188,2023-11-07,787.13,late,70.88
5156,10306,2023-04-03,1225.22,on-time,37.09
5157,6933,2024-09-26,886.43,missed,26.56
5158,7000,2021-11-11,688.62,on-time,78.08
5159,8091,2024-12-25,122.1,missed,52.67
5160,2092,2025-01-31,183.23,late,30.32
5161,4559,2023-01-25,533.95,on-time,65.5
5162,12310,2024-10-03,376.74,missed,13.63
5163,14707,2025-05-25,1387.83,late,39.36
5164,11056,2023-02-16,699.86,missed,52.17
5165,7243,2022-03-26,1460.09,missed,23.32
5166,13012,2024-04-16,1574.1,late,98.62
5167,1202,2024-06-29,1782.33,late,28.82
5168,12419,2021-08-21,626.33,on-time,21.73
5169,4560,2022-09-04,1010.17,on-time,28.32
5170,8832,2021-10-11,862.02,late,79.22
5171,12290,2023-11-17,698.81,on-time,48.3
5172,14620,2022-11-10,1502.67,late,60.89
5173,5766,2025-01-13,199.24,late,11.89
5174,3548,2025-06-26,1574.93,on-time,13.1
5175,14316,2022-01-12,1572.88,missed,50.12
5176,5862,2021-07-28,1668.92,late,83.5
5177,4997,2024-04-11,1025.91,missed,89.67
5178,10770,2022-11-12,1295.39,on-time,17.8
5179,3291,2022-02-22,1384.46,missed,58.45
5180,12320,2023-10-05,1811.61,missed,92.19
5181,1549,2022-07-09,814.73,late,44.92
5182,2838,2022-06-21,878.57,missed,84.66
5183,12417,2023-09-17,126.07,on-time,22.03
5184,8378,2021-12-22,832.69,on-time,94.19
5185,5538,2021-09-13,1983.45,missed,77.63
5186,5773,2025-06-21,259.48,missed,94.72
5187,12417,2024-11-20,1155.27,on-time,70.9
5188,11202,2024-07-08,540.3,on-time,42.71
5189,10840,2024-07-16,1109.74,on-time,94.44
5190,13720,2025-03-17,1357.44,missed,34.8
5191,2663,2023-12-04,751.55,late,39.9
5192,4087,2023-11-27,680.42,on-time,73.07
5193,4426,2025-03-02,1260.48,missed,78.88
5194,12413,2023-03-03,242.18,late,93.65
5195,4561,2023-12-06,514.0,late,28.43
5196,1461,2021-07-14,756.79,missed,81.82
5197,11982,2021-07-21,1569.61,on-time,76.47
5198,9194,2024-01-22,1793.96,late,15.74
5199,1095,2023-09-23,216.52,missed,44.85
5200,6033,2024-02-15,1564.18,late,35.45
5201,11288,2024-09-26,610.2,on-time,37.4
5202,2945,2022-12-23,696.87,missed,98.47
5203,14483,2025-03-10,1760.94,missed,67.85
5204,4419,2023-08-22,1876.16,missed,74.59
5205,13167,2024-11-13,1015.84,on-time,97.9
5206,6719,2023-08-26,1802.13,late,43.95
5207,14462,2023-11-06,1103.43,late,82.17
5208,3401,2022-06-22,1708.3,on-time,49.11
5209,8604,2024-05-25,729.44,missed,88.26
5210,6153,2024-08-14,1169.45,on-time,26.26
5211,925,2022-03-02,1616.45,late,95.29
5212,5127,2024-09-21,1823.15,on-time,29.69
5213,11875,2023-01-05,1627.46,missed,39.36
5214,12115,2023-10-16,1995.75,on-time,78.06
5215,8293,2022-02-14,881.1,on-time,45.44
5216,11820,2022-09-28,1741.03,on-time,64.74
5217,3170,2023-07-11,840.89,missed,50.01
5218,2553,2025-02-13,442.86,late,76.81
5219,1968,2024-04-02,705.31,missed,30.55
5220,951,2025-05-20,530.6,on-time,15.26
5221,7691,2024-07-14,1602.93,missed,36.99
5222,10362,2025-05-10,387.92,missed,52.69
5223,2500,2024-04-02,1045.02,on-time,25.12
5224,2887,2021-09-27,1056.18,late,41.93
5225,14785,2024-08-28,1920.21,missed,46.0
5226,8655,2024-02-15,1446.37,missed,15.17
5227,445,2022-10-24,617.95,on-time,62.5
5228,11392,2024-07-11,618.96,late,89.59
5229,1791,2024-05-09,1578.2,missed,23.66
5230,13677,2022-10-15,922.76,late,63.8
5231,10137,2023-05-03,722.13,on-time,69.83
5232,9140,2023-08-11,1538.82,late,47.74
5233,2534,2024-11-28,863.49,missed,73.1
5234,12123,2023-07-22,674.79,missed,46.97
5235,410,2022-08-22,1387.24,on-time,55.42
5236,9881,2024-11-01,702.24,late,10.66
5237,7696,2024-06-25,602.77,on-time,72.25
5238,12957,2022-01-23,1107.77,late,69.52
5239,5977,2024-02-03,545.42,late,13.46
5240,1492,2025-01-23,910.56,on-time,43.14
5241,7214,2023-11-16,1907.17,late,98.11
5242,9505,2021-09-04,798.03,missed,47.87
5243,7331,2025-06-18,477.59,late,55.18
5244,1413,2024-06-25,1266.05,on-time,91.89
5245,5638,2023-04-17,1114.74,on-time,74.55
5246,7751,2025-01-03,1799.73,on-time,62.39
5247,267,2023-06-08,686.7,late,81.8
5248,2141,2024-07-22,120.62,late,87.79
5249,7865,2022-12-15,860.28,late,51.12
5250,1954,2023-01-09,1508.95,late,52.76
5251,7375,2024-06-15,1401.72,late,44.74
5252,4529,2021-11-01,242.06,missed,97.0
5253,13690,2024-11-28,241.59,missed,72.74
5254,6854,2022-01-16,1344.9,late,17.49
5255,3945,2023-09-15,1979.13,on-time,87.67
5256,165,2023-09-19,536.86,on-time,53.25
5257,5390,2024-10-02,481.36,on-time,16.19
5258,9844,2021-07-23,1857.22,missed,59.47
5259,6535,2022-12-26,1457.63,missed,47.54
5260,6266,2023-06-17,1762.9,on-time,89.0
5261,222,2024-09-21,1833.61,missed,28.36
5262,14116,2023-01-10,1295.94,late,84.38
5263,12774,2022-06-09,1762.76,late,60.19
5264,6233,2025-04-28,430.64,on-time,14.91
5265,7218,2023-09-10,1176.33,missed,97.47
5266,10635,2022-10-29,1941.8,missed,56.14
5267,4914,2022-06-29,497.26,late,36.18
5268,13862,2024-02-18,186.94,missed,52.25
5269,8164,2023-11-20,1459.33,late,87.21
5270,11411,2023-05-17,583.39,late,37.44
5271,786,2024-03-07,1603.16,late,27.34
5272,13307,2022-02-02,170.3,on-time,21.62
5273,9240,2023-01-12,758.2,on-time,36.81
5274,6575,2023-02-16,521.05,late,80.2
5275,8639,2024-02-29,565.11,missed,52.45
5276,6021,2024-01-10,1846.76,late,30.47
5277,11170,2025-01-13,416.03,on-time,24.96
5278,8920,2023-04-21,1173.59,missed,39.95
5279,11709,2023-03-27,420.28,missed,94.59
5280,13500,2025-04-19,1523.16,late,40.87
5281,6754,2023-02-24,1650.87,on-time,98.93
5282,12619,2023-01-16,682.93,late,53.67
5283,14905,2024-08-01,1224.76,on-time,26.12
5284,8426,2024-07-13,1094.17,late,90.2
5285,4128,2024-02-21,1595.11,late,51.43
5286,12831,2022-02-12,1566.36,on-time,73.87
5287,808,2022-09-16,736.45,missed,98.53
5288,10293,2025-05-26,215.79,missed,14.52
5289,9745,2024-05-31,316.22,on-time,18.7
5290,14739,2022-07-26,481.65,late,74.84
5291,14664,2022-09-03,1440.75,late,35.36
5292,3071,2024-11-07,801.72,on-time,26.59
5293,13837,2023-12-29,1813.09,on-time,13.54
5294,10755,2022-01-16,1803.03,missed,11.97
5295,4784,2025-01-02,675.0,missed,79.7
5296,8730,2022-10-01,717.55,missed,22.1
5297,3203,2022-10-25,1411.78,missed,52.09
5298,11245,2023-04-14,1045.42,on-time,64.53
5299,13180,2021-10-16,269.39,late,48.55
5300,1933,2024-09-01,906.96,missed,12.44
5301,6340,2021-08-08,1375.81,on-time,80.52
5302,8174,2024-08-31,1878.39,missed,10.95
5303,13577,2024-01-08,709.72,on-time,78.57
5304,7639,2024-12-21,1049.53,on-time,90.4
5305,3103,2021-11-09,1187.55,late,48.96
5306,3025,2021-08-23,576.27,missed,58.2
5307,9447,2022-05-29,1345.73,on-time,52.93
5308,5168,2023-08-18,1571.84,missed,45.03
5309,3808,2022-06-22,1190.32,on-time,89.87
5310,7315,2022-03-12,364.47,missed,90.45
5311,3409,2022-10-11,293.21,missed,40.22
5312,228,2023-05-16,1552.88,late,65.36
5313,5498,2022-08-11,771.9,late,93.42
5314,6815,2021-08-18,560.39,missed,96.59
5315,7902,2024-07-09,1751.87,missed,55.81
5316,5374,2023-11-02,1812.5,on-time,50.75
5317,14118,2024-05-01,147.43,missed,35.08
5318,4372,2024-06-23,846.69,missed,96.3
5319,13495,2023-11-12,810.83,missed,22.85
5320,8554,2022-12-02,1883.88,late,62.18
5321,7449,2023-02-07,945.51,missed,35.43
5322,4527,2022-04-04,530.71,missed,35.11
5323,11351,2022-02-04,1397.97,on-time,46.45
5324,2727,2025-01-02,1283.58,late,99.89
5325,5743,2022-07-27,1988.33,on-time,14.95
5326,12952,2022-09-04,576.19,late,62.07
5327,7027,2024-02-08,1564.26,missed,17.43
5328,210,2024-09-06,1221.04,missed,23.91
5329,11719,2022-08-15,680.34,late,49.56
5330,14472,2023-06-26,1488.37,on-time,55.94
5331,10667,2025-04-04,704.18,late,33.29
5332,10712,2024-04-19,1440.94,on-time,38.48
5333,4395,2024-02-10,818.61,missed,17.83
5334,9241,2025-03-25,897.72,missed,37.29
5335,7550,2022-10-07,833.37,late,96.99
5336,6206,2021-07-27,866.83,late,95.02
5337,3219,2023-01-19,776.56,missed,40.14
5338,10010,2023-07-27,884.36,on-time,61.38
5339,9394,2024-10-02,1820.32,missed,91.86
5340,9647,2022-10-24,1382.02,missed,10.56
5341,7668,2025-04-11,935.2,late,82.96
5342,3209,2024-12-02,231.9,on-time,95.35
5343,14343,2022-07-27,404.64,on-time,18.22
5344,6777,2025-05-04,1348.51,late,24.53
5345,10276,2025-01-29,1432.36,missed,96.47
5346,1671,2021-11-15,360.72,late,58.38
5347,5714,2023-08-23,1659.51,late,11.28
5348,6727,2022-03-18,1103.16,missed,33.19
5349,6731,2025-02-02,1885.99,missed,50.49
5350,14548,2025-04-04,884.68,late,72.36
5351,12937,2021-08-09,1724.37,missed,75.98
5352,2849,2022-06-02,811.32,missed,99.59
5353,10692,2023-03-24,1669.55,on-time,35.88
5354,1276,2022-04-16,450.31,on-time,58.44
5355,6894,2024-01-22,299.94,on-time,58.0
5356,3656,2022-12-09,499.14,missed,46.51
5357,6223,2022-01-19,1638.61,late,25.22
5358,9353,2022-08-20,1046.75,missed,97.97
5359,11068,2023-02-21,1736.71,late,86.8
5360,8437,2024-09-13,1778.3,on-time,54.85
5361,3170,2025-05-27,1973.76,on-time,64.29
5362,4169,2025-02-20,705.44,missed,30.45
5363,2179,2022-01-23,1262.23,late,58.94
5364,2817,2022-05-07,1336.85,late,72.55
5365,1874,2021-12-27,655.99,on-time,56.37
5366,8683,2024-12-13,1373.91,late,99.13
5367,6764,2023-09-27,1184.94,missed,65.02
5368,9450,2025-06-17,1877.54,late,43.39
5369,7555,2023-01-24,1202.52,on-time,79.49
5370,578,2023-03-25,1513.19,on-time,25.34
5371,12123,2024-07-24,1596.43,missed,44.61
5372,13744,2023-01-21,481.29,missed,41.23
5373,12407,2023-11-15,599.61,late,48.86
5374,13055,2022-09-21,1098.1,missed,80.36
5375,14063,2025-05-12,1534.06,missed,53.58
5376,9721,2023-02-17,849.47,on-time,81.46
5377,2550,2024-01-04,581.25,missed,61.88
5378,12779,2023-04-12,1584.47,on-time,40.79
5379,2055,2025-06-03,1957.74,missed,82.9
5380,7867,2022-10-07,1925.26,late,31.45
5381,1745,2021-08-28,1375.51,missed,30.19
5382,7942,2024-07-27,897.0,missed,55.41
5383,4856,2022-10-25,1191.5,late,33.48
5384,4303,2022-01-26,100.95,late,10.82
5385,5382,2024-12-09,747.98,late,68.35
5386,12345,2024-06-25,1237.02,on-time,56.0
5387,14947,2024-03-29,538.63,on-time,50.1
5388,13985,2023-03-22,658.43,on-time,97.03
5389,7008,2022-05-04,344.32,late,61.41
5390,9256,2022-04-28,1169.5,missed,87.71
5391,5020,2024-11-04,1240.46,missed,22.55
5392,1430,2021-12-03,1127.96,missed,61.23
5393,6818,2023-04-07,1786.97,on-time,88.12
5394,7945,2021-10-18,1494.55,late,62.48
5395,7929,2025-03-09,1786.98,missed,74.62
5396,14058,2022-03-13,417.53,on-time,43.48
5397,8857,2023-07-31,502.69,missed,18.32
5398,5556,2023-08-28,1534.32,missed,51.21
5399,13430,2024-07-12,1312.82,missed,45.5
5400,8918,2022-06-03,340.36,late,88.04
5401,14755,2024-10-10,1526.84,late,31.96
5402,12224,2023-07-31,101.92,missed,97.01
5403,1108,2023-09-14,1891.69,on-time,96.23
5404,6193,2024-04-19,451.05,late,32.29
5405,8401,2024-03-29,1989.42,late,41.32
5406,11044,2025-02-06,1763.43,missed,90.6
5407,14162,2024-06-16,1689.81,on-time,97.0
5408,11403,2023-03-17,1950.42,missed,49.91
5409,4821,2022-06-26,1287.21,missed,38.89
5410,12564,2022-06-24,341.44,on-time,57.35
5411,8497,2022-08-02,337.38,late,71.9
5412,8427,2025-06-26,1755.19,missed,34.61
5413,6915,2022-05-10,1426.61,on-time,76.28
5414,822,2022-05-01,1280.33,missed,14.65
5415,2801,2022-11-29,839.55,missed,14.44
5416,11553,2022-10-20,1085.94,missed,44.77
5417,11692,2023-06-01,1192.8,on-time,41.81
5418,12484,2021-11-21,809.9,late,38.41
5419,13057,2024-11-14,1825.53,missed,54.19
5420,12811,2024-10-10,1989.62,on-time,38.87
5421,14851,2024-11-07,1547.49,late,27.3
5422,12829,2023-01-14,1481.33,late,37.85
5423,12428,2024-08-08,657.94,late,97.74
5424,12518,2024-06-26,1130.05,on-time,47.0
5425,13935,2024-02-06,1905.12,on-time,50.02
5426,3928,2024-10-01,177.39,on-time,61.89
5427,6968,2022-07-28,563.39,on-time,98.5
5428,3135,2022-11-26,1877.02,missed,31.74
5429,7167,2023-04-27,1908.94,late,71.32
5430,13398,2025-01-05,123.63,missed,74.44
5431,1343,2022-09-22,1682.23,on-time,64.66
5432,3228,2022-08-06,1762.69,on-time,17.97
5433,12732,2024-04-23,1164.46,late,70.92
5434,2503,2023-05-15,590.48,on-time,15.77
5435,5614,2021-08-14,1272.22,late,63.65
5436,5329,2022-08-22,537.82,missed,76.56
5437,7646,2024-02-18,1439.21,missed,28.99
5438,10929,2022-08-07,1743.28,missed,85.75
5439,4954,2022-10-14,1047.7,missed,12.73
5440,8793,2023-02-28,1618.01,late,85.94
5441,13456,2024-02-22,747.18,late,51.43
5442,13719,2024-10-02,1651.52,late,29.58
5443,13912,2022-03-28,131.74,on-time,22.04
5444,6443,2024-07-11,274.23,late,95.8
5445,6478,2025-01-25,398.86,on-time,16.54
5446,14415,2022-04-17,817.11,on-time,27.92
5447,5956,2025-02-28,1708.18,missed,41.3
5448,14759,2023-06-08,234.77,missed,65.82
5449,13333,2022-08-07,731.14,late,59.03
5450,13653,2022-12-03,481.31,missed,21.31
5451,11014,2024-09-28,710.95,on-time,36.08
5452,110,2025-07-03,495.39,on-time,31.49
5453,2731,2023-07-05,1944.03,missed,29.22
5454,14319,2025-05-19,544.81,late,47.0
5455,537,2023-04-08,1522.6,on-time,73.36
5456,8221,2025-02-09,1459.88,missed,29.57
5457,4890,2023-08-28,1647.64,missed,43.0
5458,13617,2022-03-16,221.29,late,45.18
5459,4845,2025-04-28,123.58,late,97.88
5460,1680,2022-01-27,265.0,late,95.92
5461,11800,2023-03-16,1510.05,on-time,82.01
5462,4486,2025-02-23,1911.58,missed,31.75
5463,634,2023-04-01,1312.27,on-time,16.12
5464,4303,2021-09-22,1942.56,on-time,38.52
5465,8702,2023-05-17,1683.29,missed,34.01
5466,14980,2023-03-25,1608.46,on-time,55.53
5467,792,2024-11-12,1055.99,late,80.0
5468,12484,2023-07-28,893.27,missed,87.25
5469,10708,2022-10-13,1605.93,late,86.04
5470,13828,2023-06-22,1640.84,late,42.37
5471,13806,2022-03-18,1194.6,on-time,71.85
5472,1979,2025-03-15,584.38,on-time,38.16
5473,14718,2023-09-12,1615.03,missed,15.48
5474,13633,2022-04-08,320.82,on-time,73.14
5475,14098,2022-09-23,350.18,late,10.88
5476,9840,2023-06-17,113.82,missed,46.83
5477,12500,2024-06-11,938.87,missed,39.64
5478,4787,2022-03-06,1705.41,on-time,72.4
5479,12116,2021-11-25,1462.44,on-time,78.96
5480,8232,2022-08-30,1516.79,late,37.37
5481,4222,2023-12-12,585.28,late,83.05
5482,949,2022-06-23,247.08,missed,36.45
5483,11250,2021-12-26,1761.63,missed,50.17
5484,26,2021-07-06,1161.65,late,75.43
5485,14342,2023-12-20,1409.22,on-time,72.36
5486,8843,2023-05-02,1594.31,late,98.86
5487,14810,2023-12-02,1263.31,missed,30.26
5488,6738,2021-09-23,1146.93,missed,69.61
5489,2369,2023-03-31,883.23,missed,64.87
5490,13705,2021-09-24,1075.56,missed,92.36
5491,2157,2023-01-29,940.34,on-time,24.07
5492,9381,2022-07-11,1197.59,missed,77.66
5493,4611,2024-02-18,1165.93,late,61.14
5494,11638,2022-04-29,442.85,missed,34.72
5495,13753,2021-09-16,1829.35,on-time,52.7
5496,1800,2024-08-20,303.78,missed,40.04
5497,1513,2023-12-30,1552.11,on-time,62.14
5498,13699,2025-06-08,1157.27,on-time,90.01
5499,9090,2025-01-26,1176.73,on-time,61.24
5500,14814,2024-10-11,600.48,missed,66.86
5501,5402,2023-09-17,895.31,late,56.69
5502,3573,2024-10-04,1654.11,missed,14.6
5503,3441,2021-08-24,830.19,on-time,30.96
5504,4388,2023-01-09,1224.29,late,54.28
5505,9452,2024-10-24,318.35,missed,37.92
5506,7877,2021-07-14,650.13,on-time,26.36
5507,10213,2023-03-06,1874.45,missed,55.37
5508,2050,2023-06-28,529.38,missed,39.05
5509,9520,2022-10-06,248.94,missed,33.23
5510,1041,2022-07-07,1948.58,on-time,51.76
5511,3189,2022-06-19,232.26,late,22.0
5512,5279,2022-11-02,542.05,late,93.5
5513,2689,2022-05-29,521.52,on-time,88.09
5514,10197,2024-04-13,573.18,missed,73.69
5515,1439,2025-02-12,899.66,late,19.56
5516,1776,2023-11-04,1371.79,on-time,79.83
5517,2300,2024-01-16,508.13,late,82.72
5518,7878,2022-05-24,1883.58,on-time,79.1
5519,8043,2024-01-01,560.28,late,20.26
5520,8350,2022-10-19,1952.25,late,67.95
5521,5279,2023-09-22,1529.88,on-time,85.09
5522,11157,2022-11-13,1369.5,late,61.96
5523,5906,2023-02-22,392.03,late,68.18
