txn_id,account_id,txn_date,amount,txn_type,description
25801,10706,2023-04-26,180.17,credit,Face from cut.
25802,22435,2020-12-17,2872.87,debit,Claim magazine company.
25803,23080,2023-05-02,1813.29,credit,Still let now camera although.
25804,31935,2021-02-13,3164.34,debit,Record organization.
25805,33963,2023-06-19,4518.83,credit,Family movie air field.
25806,17385,2021-04-05,2756.88,credit,Factor positive positive.
25807,3197,2021-01-27,1248.43,debit,Little million front still.
25808,29039,2022-02-21,3005.95,debit,Head court radio population.
25809,7665,2022-08-06,1406.15,debit,Conference page billion.
25810,16811,2020-12-22,1523.61,debit,Sort former.
25811,38003,2025-06-29,2305.54,debit,Glass book of.
25812,5868,2024-06-17,1975.02,debit,Share present out just.
25813,10708,2021-06-04,2986.62,debit,Generation message.
25814,1717,2020-10-27,1503.45,credit,Benefit capital yard man similar.
25815,29251,2021-11-12,949.74,credit,Board mission like affect.
25816,38488,2023-11-11,1195.43,debit,Church draw allow.
25817,26679,2022-03-18,3747.05,debit,Support service keep.
25818,19106,2024-07-11,1658.24,debit,Pull company environment.
25819,35218,2022-09-12,1116.66,credit,Rate share argue lot religious.
25820,19648,2021-11-18,2052.26,credit,Morning hotel dinner.
25821,27725,2020-09-23,4328.51,credit,Make hope foreign response.
25822,4589,2022-04-26,4587.96,credit,Us perhaps however.
25823,22517,2022-08-10,1908.29,debit,Blue prevent better.
25824,5306,2024-01-07,1543.75,debit,Reveal tree cold.
25825,8232,2020-10-02,3678.07,debit,Although skin plan.
25826,8870,2021-06-17,4756.41,debit,Seat factor dream situation.
25827,25578,2022-03-03,4713.8,credit,Onto establish painting TV.
25828,8470,2023-03-17,4496.01,debit,Find material bad.
25829,6637,2020-12-31,2270.7,credit,Remember party company ground.
25830,34431,2022-09-19,1496.62,debit,Police economic past.
25831,34478,2024-04-26,366.51,credit,Discover will.
25832,7371,2020-11-14,1288.87,debit,Base election plan appear section.
25833,3300,2021-03-27,3288.74,debit,Thousand mouth head stop see.
25834,9853,2022-09-27,2566.19,credit,Effort career allow value door.
25835,38294,2023-09-21,2868.49,debit,Military hot.
25836,39629,2022-10-18,711.46,debit,Concern blood.
25837,36613,2022-01-01,24.95,debit,Heart side speech finally.
25838,1551,2021-09-18,672.42,debit,Serve evening other indeed however.
25839,3616,2020-09-23,3291.92,debit,Yourself field scientist term character.
25840,21949,2024-05-27,3253.34,debit,Peace event need believe.
25841,34718,2022-01-07,2958.62,debit,Wait idea list.
25842,2739,2021-08-06,1655.5,credit,Behavior attention son oil your.
25843,2504,2020-07-13,1822.64,credit,Understand detail.
25844,21173,2021-03-17,885.86,debit,Need age more week this.
25845,29009,2021-09-02,1415.61,debit,Civil I.
25846,10079,2023-06-06,4702.13,credit,Best she assume often.
25847,29737,2025-05-05,2689.22,credit,Congress what whole building.
25848,23800,2023-09-26,4184.01,credit,He allow pressure budget.
25849,18885,2021-12-09,2173.87,debit,Where ago level first.
25850,26089,2023-05-22,2679.44,debit,Agency argue.
25851,24687,2024-07-19,359.09,debit,And medical teach set.
25852,33157,2025-04-11,2101.15,credit,Here hotel seek.
25853,24304,2021-01-31,1193.88,debit,Service door especially vote year.
25854,30958,2023-04-20,3194.59,credit,Property realize.
25855,15590,2022-05-28,4185.81,credit,He second international.
25856,39715,2023-09-09,2324.76,credit,Rule including yeah but others.
25857,31178,2020-07-28,3959.93,credit,They fact them.
25858,19369,2024-07-08,1030.51,credit,Dream kitchen yet.
25859,18213,2020-09-20,4045.65,debit,Second address over.
25860,5090,2024-04-15,1494.0,credit,Song book wish.
25861,34981,2025-05-10,1117.98,credit,From whom likely minute herself.
25862,2360,2021-12-27,3948.67,debit,Involve short.
25863,34402,2021-02-24,2231.24,debit,The same.
25864,6702,2024-10-31,4037.7,debit,Into behind public.
25865,27923,2025-01-22,4570.46,credit,Imagine lay understand.
25866,32519,2022-06-02,2174.19,credit,Require against best president.
25867,39700,2022-10-05,810.8,debit,Firm building deep weight.
25868,24998,2020-12-23,741.8,credit,Program boy term.
25869,36645,2020-08-07,3346.43,credit,Chair teach.
25870,31527,2021-03-27,1096.93,credit,Moment event us arm.
25871,32162,2021-01-05,1281.98,credit,Simple lose.
25872,6686,2024-08-29,574.89,credit,Rich you product though future.
25873,13983,2025-05-13,4240.76,debit,Peace sell finally voice rate.
25874,32234,2021-12-20,1769.94,credit,Door station.
25875,5275,2021-05-14,4459.08,debit,Price thousand determine.
25876,6237,2022-07-24,1334.59,debit,Performance fish bank.
25877,4143,2024-02-28,991.89,credit,Save nearly difference include.
25878,8962,2022-12-19,515.22,debit,Two law shoulder.
25879,23174,2025-05-21,3165.14,debit,World senior say end speech.
25880,26818,2025-06-05,3973.27,credit,Be data firm brother.
25881,24983,2023-03-18,1781.89,debit,Note area scene.
25882,35415,2024-01-12,2696.15,credit,White opportunity cost behind finish.
25883,36499,2021-08-21,1839.55,debit,Wrong condition occur crime traditional.
25884,27057,2025-05-27,2841.51,debit,Through not hundred respond family.
25885,33495,2025-05-11,4460.31,debit,Break throughout degree computer.
25886,24732,2021-01-30,3614.7,credit,Approach end price computer.
25887,24926,2021-08-09,1703.91,debit,It party.
25888,24565,2024-02-12,3296.94,credit,Paper series fast whose first.
25889,28968,2021-07-03,2675.44,credit,According glass its movement building.
25890,24360,2024-01-28,3666.42,debit,Half budget.
25891,27929,2023-07-10,2651.47,credit,Top join likely run.
25892,13109,2023-05-06,2530.17,credit,College themselves.
25893,28561,2025-05-21,2663.88,credit,Later people.
25894,37631,2023-07-14,4029.94,debit,Purpose rest country.
25895,37404,2022-12-28,3466.95,debit,Participant drug machine.
25896,31939,2022-09-08,4104.35,debit,Not easy social take.
25897,29769,2023-07-25,1276.8,debit,Either sound cover culture.
25898,3298,2023-03-03,3885.37,credit,Western thing market.
25899,3272,2024-05-09,3522.81,debit,Each human head.
25900,9601,2022-08-23,33.53,debit,Have mother answer now his.
25901,19399,2022-08-02,1513.74,credit,Industry fund like write.
25902,38336,2023-08-31,4176.38,credit,Improve agency.
25903,4645,2023-07-31,4525.96,credit,Doctor help continue.
25904,32255,2025-01-05,2249.06,debit,Policy mean.
25905,11310,2024-06-25,1102.76,credit,Pressure marriage across.
25906,28712,2021-07-28,3469.96,credit,Possible method doctor.
25907,35655,2024-09-24,1334.36,debit,Manager recent enter interview effort.
25908,33412,2023-10-05,2353.82,debit,Morning agency data sure.
25909,6390,2021-10-26,377.49,debit,Realize who during be.
25910,17944,2021-10-27,3458.6,credit,Bad garden seat successful huge.
25911,6903,2023-01-20,1119.84,credit,Down foot activity.
25912,2154,2022-01-31,150.11,debit,Page become.
25913,16190,2023-11-07,1178.62,debit,Threat teacher.
25914,17427,2020-12-17,1237.41,credit,Development foreign class fight.
25915,36754,2024-04-01,2366.32,credit,Make blue quality.
25916,14032,2020-11-28,4854.13,credit,Option democratic forget focus attack.
25917,10567,2021-04-16,3955.32,debit,Of political third.
25918,1385,2021-10-05,2782.58,debit,Great amount manager nature.
25919,34156,2022-06-15,4607.19,credit,Play green.
25920,30062,2023-07-22,2081.74,debit,Report next lead.
25921,10967,2022-04-15,4686.01,debit,Popular they maybe.
25922,360,2020-09-29,3245.02,credit,Beautiful research light.
25923,36367,2020-12-08,2493.39,credit,Official feeling political allow sport.
25924,27631,2022-10-05,345.71,debit,Machine politics near treatment.
25925,29087,2020-07-27,3889.09,credit,Watch Congress ever race.
25926,26,2022-06-19,619.3,debit,Middle cover analysis yard.
25927,20149,2021-03-20,1976.49,debit,Budget six worry teacher.
25928,16593,2024-05-20,3308.61,debit,Down former bag condition.
25929,6985,2024-02-26,941.85,credit,Shake enjoy tax.
25930,14739,2023-03-05,2277.39,debit,Field system account born.
25931,9651,2025-01-01,147.76,credit,Opportunity doctor large party light.
25932,20155,2021-03-28,502.35,debit,Poor reason perform life major.
25933,8656,2022-02-19,1329.83,debit,Difficult billion bed.
25934,15012,2022-02-11,3230.91,debit,Pressure work offer.
25935,30003,2023-07-09,2769.67,debit,Pattern project should present road.
25936,15006,2022-11-29,177.62,credit,Number project politics.
25937,16678,2025-03-26,519.6,credit,Kid least region write whether.
25938,27455,2024-08-06,1616.76,credit,Nearly material apply.
25939,14130,2021-07-24,2766.09,credit,Range season work marriage nice.
25940,21306,2024-09-08,989.54,debit,Card information.
25941,33289,2023-11-24,2758.67,debit,Point wear expert into do.
25942,31722,2023-08-06,4526.8,debit,Here prepare serve itself successful.
25943,9385,2022-02-22,2491.05,debit,Size even real treatment.
25944,6187,2022-11-25,560.82,credit,Including land democratic anything rest.
25945,18512,2024-04-02,938.43,debit,Activity quality teacher.
25946,2105,2020-08-16,3285.67,credit,Look might night.
25947,31381,2023-09-13,4869.49,credit,Guy each human herself.
25948,12209,2020-07-19,692.7,credit,Arm especially surface address.
25949,13580,2023-05-03,3687.18,debit,Public together sister food.
25950,16748,2020-07-22,580.5,debit,Yard present this order.
25951,4383,2021-03-24,3208.81,debit,Stand style unit author.
25952,31004,2024-12-09,1502.6,debit,Left probably point commercial.
25953,26014,2025-01-24,3548.08,debit,You world point.
25954,23918,2022-07-12,1470.38,debit,Three forward.
25955,26096,2020-09-15,1733.91,credit,Once whatever necessary spring whether.
25956,31575,2020-10-09,3716.57,credit,During artist.
25957,38863,2024-10-25,814.02,credit,Economic eat senior.
25958,27249,2022-12-07,370.35,credit,Place challenge five.
25959,932,2022-05-28,3445.67,debit,Ever if table cultural.
25960,39476,2024-08-25,3971.46,debit,Conference oil everybody true manage.
25961,4057,2024-06-10,1875.65,debit,Pattern the attention season almost.
25962,4572,2023-06-11,919.15,credit,Report mean yes group consumer.
25963,2387,2020-07-05,85.2,debit,Significant American mean family.
25964,21035,2022-10-29,4726.71,credit,Business environmental.
25965,7014,2023-11-19,552.13,credit,Arrive fly common.
25966,32552,2024-10-27,836.14,credit,Baby including laugh.
25967,30096,2020-09-01,2807.97,credit,Friend far mean.
25968,14877,2021-12-06,585.77,credit,Woman suggest customer among stand.
25969,24904,2021-11-24,3706.86,debit,Majority middle scientist.
25970,11087,2023-06-17,3831.92,credit,Care collection floor.
25971,29689,2023-03-28,1583.7,credit,Example weight.
25972,24037,2021-12-30,1488.44,credit,Myself able use.
25973,7487,2022-09-03,2639.74,debit,Notice partner a.
25974,8517,2024-10-21,4132.67,debit,High west war possible.
25975,20664,2021-01-26,3472.84,debit,Travel already author several.
25976,5115,2022-09-18,2199.0,debit,Issue cold a brother as.
25977,7259,2023-07-07,1923.36,credit,Key involve.
25978,25031,2023-08-28,3939.14,debit,New yourself participant.
25979,2422,2022-05-22,1033.64,debit,Understand law clear.
25980,29111,2021-08-17,3052.52,credit,Pay agency.
25981,28171,2023-06-11,4276.22,debit,Agreement maintain civil.
25982,28196,2023-11-27,4425.53,debit,Ten region protect red.
25983,35108,2021-11-13,3518.25,credit,Staff example chair prevent next.
25984,38490,2021-07-23,1125.11,debit,Attention difference crime war.
25985,2716,2023-01-14,1394.68,debit,Relationship goal meeting card.
25986,2554,2022-11-23,2806.72,debit,Of rule.
25987,29122,2023-04-07,2378.31,debit,Me play.
25988,16117,2024-09-09,1323.61,credit,Task know agent thought customer.
25989,23020,2021-03-05,1700.04,debit,Buy large why medical culture.
25990,7552,2022-08-12,632.35,credit,Realize low.
25991,8450,2024-05-27,2676.03,credit,Only hit.
25992,6460,2022-05-28,2696.33,debit,Issue stage.
25993,11186,2024-10-27,357.85,credit,Well adult.
25994,5505,2020-07-24,3540.48,debit,Along you information nature food.
25995,28650,2024-07-20,695.54,credit,We instead voice for.
25996,1260,2021-05-20,1801.14,credit,Forget forward few yes top.
25997,26798,2021-05-28,4466.92,credit,Wide gas step.
25998,12359,2023-11-11,994.35,credit,Drug keep.
25999,8253,2021-05-16,2681.85,debit,Their interest.
26000,25422,2024-10-22,3235.36,credit,Front team use.
26001,33192,2025-04-01,4398.31,credit,Special he father level.
26002,11289,2024-03-18,3195.4,debit,Moment into add.
26003,4024,2022-11-26,1776.32,debit,Professional between save site fly.
26004,6372,2022-09-12,1069.72,credit,Him four exactly individual.
26005,31362,2023-10-04,3996.24,credit,Stuff hope identify.
26006,2842,2022-04-30,2430.75,credit,Team future.
26007,23440,2022-09-09,3768.47,debit,Structure research sure daughter.
26008,38284,2025-01-30,1274.46,credit,Sign people oil miss.
26009,3125,2023-08-10,4069.23,debit,Great white report.
26010,17948,2021-08-19,1902.92,credit,Professor born.
26011,2174,2021-03-11,4708.54,credit,Describe low operation huge but.
26012,12713,2023-02-06,390.34,credit,Pay body environment both action.
26013,11814,2023-08-03,2912.39,credit,Option radio idea big model.
26014,3801,2024-07-03,4910.08,credit,The gas.
26015,23572,2023-01-05,612.55,debit,Significant cost value.
26016,25659,2021-06-28,3946.54,credit,Painting organization.
26017,11092,2021-09-13,442.92,debit,Stand light trip.
26018,5070,2023-10-05,400.46,credit,Scene produce always.
26019,20835,2022-06-27,2963.87,credit,Throughout author.
26020,6994,2025-04-19,3303.48,credit,Task most drug.
26021,3860,2021-04-16,206.79,debit,Set tend part affect.
26022,25940,2022-10-25,2190.7,debit,Work turn arrive loss.
26023,25004,2025-01-24,418.48,credit,East final camera why course.
26024,33831,2021-12-13,4982.86,credit,Guess score.
26025,16491,2023-06-29,2255.79,credit,Rate trial head fight across.
26026,13298,2022-09-06,168.53,debit,Five happen amount.
26027,20586,2023-12-12,3508.11,credit,As here respond.
26028,21463,2021-07-16,4320.05,credit,I possible focus realize mean.
26029,24253,2021-03-07,4357.84,credit,Better fight century pattern.
26030,11540,2025-05-31,3986.9,debit,Break stand weight.
26031,21362,2021-06-14,1545.84,credit,Night clearly.
26032,38488,2020-07-03,4830.56,debit,Week recognize center.
26033,18408,2024-07-20,2574.01,debit,On mouth and.
26034,22938,2023-11-24,4405.12,debit,Audience according generation structure box.
26035,25143,2020-08-07,1790.84,debit,Clear three name speech.
26036,12311,2024-11-23,129.09,debit,Analysis staff nothing.
26037,23494,2020-09-26,1070.88,debit,Interest truth idea cover keep.
26038,34825,2024-05-22,2162.23,debit,Crime property.
26039,21986,2021-11-19,1550.44,credit,Run resource cover.
26040,15307,2022-03-20,3048.38,debit,Out public recent police.
26041,9395,2023-03-12,3326.68,credit,Peace whole system bag.
26042,25901,2023-12-11,771.2,credit,List here.
26043,20814,2021-03-08,2198.24,debit,Too even notice person.
26044,39159,2021-05-30,3011.24,credit,Determine become difficult.
26045,7236,2022-08-02,720.9,debit,Street news traditional together.
26046,15639,2024-02-05,3255.67,credit,Spring west machine treatment.
26047,36128,2020-11-21,1076.74,debit,Organization building once.
26048,35169,2023-11-29,3603.87,debit,Board development never matter adult.
26049,27889,2023-12-29,1535.01,credit,Start leg.
26050,24489,2022-01-16,3067.64,credit,Live cup.
26051,11769,2023-05-03,4502.69,credit,Region gun present around.
26052,8772,2022-12-16,3269.33,debit,South hundred respond bag.
26053,16897,2022-02-17,2986.29,debit,Pattern environmental.
26054,38914,2022-04-02,2393.4,credit,Job particularly poor environment.
26055,9573,2024-05-23,3834.67,debit,Agent language six seat.
26056,25583,2022-09-09,4303.18,debit,Political exactly traditional.
26057,37487,2024-07-02,3609.58,credit,Wish material middle good.
26058,180,2022-10-11,4795.52,credit,Employee upon world what.
26059,19382,2023-03-29,3624.16,credit,Also career their red miss.
26060,28224,2022-05-21,4862.87,debit,Street fly whose.
26061,24886,2022-10-31,2347.93,debit,Color both.
26062,27791,2021-08-19,705.83,debit,Wall how attack staff issue.
26063,10430,2023-09-07,1422.26,credit,International let physical design.
26064,17392,2020-12-31,3381.56,credit,Everyone spring think.
26065,7440,2020-08-10,4995.36,debit,Relate visit what.
26066,2,2021-05-30,3305.12,debit,Study message start.
26067,37019,2022-09-10,3258.31,credit,Throw military father number.
26068,34566,2024-09-24,612.27,debit,Notice natural right many.
26069,14373,2021-07-31,4222.64,debit,There but time situation beat.
26070,14248,2023-08-24,810.56,credit,Number take early magazine.
26071,4932,2022-10-16,2360.71,credit,Market benefit face.
26072,431,2023-12-16,4722.97,credit,Prepare available gun glass.
26073,9338,2023-07-25,4863.89,credit,Response give.
26074,4649,2022-10-27,2235.02,debit,Wish economic.
26075,25973,2025-06-14,394.6,credit,The station.
26076,7847,2025-06-08,3892.17,debit,Himself character.
26077,17517,2023-04-13,905.88,debit,Onto if several receive.
26078,39659,2022-12-17,4726.47,credit,Inside hold respond entire.
26079,10352,2022-04-26,1944.17,debit,Close language.
26080,29365,2020-07-24,2769.94,credit,Wide many there.
26081,6358,2022-08-01,2802.59,debit,Decide summer behind relate.
26082,23121,2022-01-24,4671.52,credit,Ability listen cell police.
26083,14520,2020-10-19,3860.79,debit,Size rock he scientist rule.
26084,22645,2023-11-29,1293.3,credit,School figure major decade major.
26085,19515,2022-07-14,82.34,debit,These lawyer production more.
26086,7245,2025-06-09,1543.12,credit,Month form eat good rule.
26087,2700,2025-06-06,933.27,credit,Measure seat.
26088,33281,2022-05-20,3184.65,credit,That within civil four degree.
26089,17568,2022-05-25,4243.62,debit,Culture time use.
26090,23651,2020-10-01,2909.16,debit,Particular somebody.
26091,24491,2024-11-26,1687.98,debit,Near site think.
26092,28221,2025-02-26,1295.64,credit,Star sell wrong item child.
26093,15681,2022-04-23,2832.83,credit,Way beautiful feeling plan.
26094,25628,2020-09-02,2776.8,debit,Important agency environmental million.
26095,4004,2020-11-20,2762.43,debit,Add produce game.
26096,16784,2021-02-25,1935.13,debit,Fund fund music great.
26097,8440,2025-04-03,140.56,credit,Rule imagine someone yard.
26098,22127,2024-02-11,4746.55,credit,Short argue term defense.
26099,29539,2024-04-01,3767.52,debit,Story according ten decision.
26100,36663,2021-01-09,1323.09,credit,Far themselves center.
26101,3820,2023-04-25,3984.6,debit,Born light which number.
26102,16644,2024-09-21,1873.78,credit,Number bar.
26103,38915,2023-01-08,4030.73,debit,Government office read cold nation.
26104,29277,2021-11-10,2013.32,debit,Produce case tell various.
26105,28220,2024-06-02,706.32,credit,Address politics population.
26106,13666,2024-06-24,2502.93,debit,Sister husband.
26107,2158,2025-05-22,2385.93,credit,Plant may over of.
26108,19713,2023-05-28,1106.07,credit,Management sense wonder plan.
26109,16763,2024-07-11,1059.3,credit,Place list.
26110,10097,2023-07-18,2326.04,debit,Along activity month.
26111,16543,2021-07-14,2481.47,credit,Check forward.
26112,5196,2025-06-11,492.99,debit,Behavior ahead.
26113,19730,2022-12-26,1483.92,credit,Marriage contain ok require.
26114,18453,2020-09-22,539.26,credit,Standard most boy event government.
26115,36340,2023-03-12,1748.85,debit,Physical order by people theory.
26116,31561,2022-08-18,3205.13,credit,Two nature picture thousand benefit.
26117,34528,2024-01-21,1335.45,debit,Both behavior discover idea.
26118,20333,2022-09-14,4724.36,debit,None history.
26119,30380,2024-05-21,4086.9,debit,Floor ok guess machine.
26120,39879,2023-10-22,2138.16,debit,Per collection player.
26121,19932,2024-07-18,1886.97,credit,Recent successful pretty officer such.
26122,14729,2020-07-17,3384.18,debit,Return little political tree.
26123,32789,2023-04-04,731.4,credit,College because player act.
26124,32021,2023-07-26,2368.94,credit,Before energy.
26125,23968,2021-05-06,2634.91,debit,These very nice situation.
26126,32204,2021-12-15,1847.32,debit,Stage within.
26127,8328,2024-11-28,2192.01,credit,Stand chair whom white.
26128,23004,2021-12-03,3186.12,credit,Imagine agreement though reason.
26129,9963,2022-04-01,3500.17,credit,Black center between.
26130,29481,2024-08-04,110.96,debit,Exist attorney even.
26131,24273,2021-10-26,884.37,credit,Least require owner.
26132,15770,2022-08-12,510.99,credit,Piece party.
26133,91,2022-12-08,2905.98,debit,None member act.
26134,25378,2022-08-18,2711.98,debit,Moment enjoy.
26135,35032,2022-10-10,4070.05,credit,Child set star.
26136,17969,2021-08-16,4990.61,debit,Network wall end less data.
26137,2798,2022-07-19,3322.74,credit,Score strong authority support indeed.
26138,21787,2021-05-13,3123.61,debit,Economy seem executive.
26139,188,2021-12-07,2745.41,debit,Difficult measure your available.
26140,2275,2020-10-13,528.49,debit,Bill north thousand take.
26141,3047,2023-08-22,3101.54,credit,Away improve market by.
26142,18105,2025-04-05,3189.42,credit,Act fund moment.
26143,15570,2021-11-30,2207.06,credit,Performance push.
26144,37725,2024-06-21,1517.82,credit,Finish require Congress.
26145,32518,2022-05-10,2479.24,credit,System performance.
26146,16533,2023-01-12,3070.31,debit,Surface answer.
26147,29368,2025-05-18,125.85,debit,Body eight represent analysis push.
26148,22109,2024-12-20,2394.66,debit,Several experience town.
26149,36666,2021-04-02,1167.58,credit,The day remember partner.
26150,25102,2024-05-18,563.81,debit,Tough child none.
26151,7822,2022-02-15,2402.2,debit,Relationship should series.
26152,3078,2025-05-04,95.48,debit,Entire debate.
26153,4842,2022-08-13,3816.32,debit,Pick responsibility since.
26154,19221,2022-08-19,4124.07,debit,Amount position same common you.
26155,6804,2020-08-22,220.48,debit,Serve big safe.
26156,10871,2023-02-01,309.14,credit,Card answer night difference.
26157,4158,2021-06-29,4298.36,credit,Also just.
26158,16518,2021-05-14,4580.39,credit,Cause piece.
26159,27669,2025-03-25,3577.73,credit,Young free music mission.
26160,4375,2023-08-08,3641.78,credit,Rise eye.
26161,36359,2023-06-15,2641.77,debit,Politics social.
26162,11017,2023-07-28,2781.86,debit,Race including those agreement mouth.
26163,2302,2021-02-12,1527.07,credit,Finish source west.
26164,22996,2021-07-09,4165.94,debit,Positive table foreign head.
26165,29755,2021-03-27,2840.4,credit,No stand suddenly.
26166,12722,2021-01-31,1216.63,debit,Professor something have bar.
26167,19882,2024-05-17,2746.6,credit,Bit near clearly beautiful network.
26168,29554,2020-07-11,1287.72,credit,Apply too.
26169,4117,2021-02-21,3892.2,credit,None base take eat what.
26170,34598,2021-01-06,2285.03,debit,Low without describe.
26171,31871,2024-02-29,2765.7,credit,Executive among.
26172,10932,2023-04-04,4919.4,credit,All reduce police soon purpose.
26173,2804,2023-11-25,257.57,debit,Image environmental camera effect traditional.
26174,13920,2022-12-12,3526.92,credit,Hotel process.
26175,17783,2023-01-28,3357.07,credit,Form tend coach.
26176,17193,2023-03-12,595.67,credit,Simple interest operation simple mission.
26177,27552,2024-08-11,3740.74,debit,Woman record.
26178,14111,2021-10-31,85.02,debit,Remain those authority although.
26179,17505,2024-06-05,4120.95,debit,Side health pull reach her.
26180,20128,2022-07-29,2077.82,credit,Professor nation country where cost.
26181,25550,2022-09-18,1445.69,credit,Nice produce find.
26182,35679,2025-06-16,4125.83,debit,Mean drive try door.
26183,27863,2023-05-04,1649.48,debit,Stay wife physical challenge low.
26184,39556,2022-08-03,383.0,credit,Wonder evening soon beautiful.
26185,27013,2021-03-13,1158.32,debit,Affect charge training.
26186,1258,2021-02-05,1136.08,credit,Gun into deep.
26187,32583,2023-07-03,3882.32,debit,Give hit set guess.
26188,9033,2025-06-29,948.69,credit,Base involve get traditional.
26189,1200,2022-03-04,4496.75,credit,Boy media.
26190,39445,2020-10-08,2582.73,credit,Visit guy stop.
26191,39445,2021-04-06,4621.2,debit,International bad attention everyone.
26192,26269,2024-08-01,4181.4,credit,Try growth method.
26193,20422,2020-12-13,1370.53,credit,Democratic over ability hand.
26194,15369,2021-06-18,2111.88,credit,Pass end determine.
26195,3768,2022-12-21,4104.9,debit,Him entire heavy might lot.
26196,30431,2021-09-27,3554.89,debit,Film his give establish.
26197,17612,2021-10-10,83.45,credit,Apply summer customer.
26198,33868,2023-07-30,3390.08,credit,Second thing election half test.
26199,32830,2022-01-19,3381.95,debit,Dark statement rock tend.
26200,7728,2022-11-22,1530.51,credit,Money create late hard.
26201,31419,2020-12-20,1869.92,credit,Need concern other.
26202,34904,2024-07-14,2896.49,credit,Side someone population.
26203,5116,2024-03-26,745.47,debit,Short fish.
26204,19370,2022-05-07,72.52,debit,American mean.
26205,31811,2022-06-03,1134.76,credit,Food until responsibility.
26206,15774,2024-04-26,215.79,credit,Value during education term.
26207,25215,2022-06-22,3139.11,credit,Ready event image book.
26208,8794,2022-12-30,863.05,debit,Buy stand tough significant conference.
26209,26541,2021-02-04,4516.89,credit,Top community candidate number especially.
26210,31090,2024-07-22,4626.08,debit,Discussion dark change bed.
26211,28918,2023-01-03,30.24,debit,Top of international.
26212,18588,2021-12-13,4168.79,credit,Staff mean too identify.
26213,4286,2024-04-26,3235.32,debit,Local issue.
26214,19921,2023-03-05,2137.43,credit,Old out white.
26215,6879,2024-07-29,4909.85,credit,These stuff action property may.
26216,15566,2023-12-22,1513.42,debit,Require better.
26217,1977,2021-06-04,2020.39,credit,Top finish administration nor various.
26218,38337,2023-12-06,4006.69,debit,My fly provide adult source.
26219,3472,2024-06-01,2769.41,debit,A reach early foreign.
26220,17423,2020-12-07,2364.69,debit,Thousand while begin.
26221,20454,2025-02-10,2503.9,credit,Hit important leave attorney amount.
26222,18172,2023-11-24,3084.96,credit,Tree ago few shake.
26223,1747,2022-08-22,2390.61,debit,Dog walk scientist race part.
26224,10102,2021-09-26,4449.03,debit,I gas property.
26225,36597,2023-10-06,3521.94,credit,Recognize admit out.
26226,1910,2022-01-18,1974.73,debit,Pretty such itself near.
26227,29407,2023-05-04,3554.0,debit,Floor far.
26228,877,2025-02-16,1955.77,credit,Situation court.
26229,24256,2023-03-20,3615.41,debit,Seat writer administration.
26230,6292,2020-10-29,1866.06,credit,Process system food.
26231,30047,2021-02-17,2537.16,credit,Site kind sense.
26232,19065,2024-10-04,4352.54,debit,Market southern field it.
26233,1101,2022-06-30,3067.8,credit,Analysis join reduce trouble fly.
26234,3955,2024-03-06,4103.63,credit,Child quality region speak.
26235,19002,2023-05-16,1301.53,debit,Officer start bring represent care.
26236,1456,2025-06-05,1183.38,debit,White heavy wait along.
26237,17555,2022-03-01,3124.48,credit,Four sense culture.
26238,15571,2020-10-27,1619.13,debit,Ten same who.
26239,31235,2024-05-12,167.53,credit,Start case.
26240,2055,2022-08-06,2212.01,credit,Position become condition.
26241,21322,2024-07-14,189.34,credit,Impact line key their.
26242,5727,2024-05-28,3752.37,debit,Voice we and all.
26243,13336,2024-10-09,198.48,debit,Save let century away.
26244,25170,2021-08-03,4052.72,debit,Sell although bar.
26245,3602,2022-12-23,4469.0,debit,Section half series.
26246,1768,2021-03-21,2552.21,debit,Pm station indeed determine him.
26247,10763,2021-11-13,4226.17,debit,Get none.
26248,12834,2020-09-20,3427.21,credit,Role growth school note.
26249,21652,2024-07-02,3777.16,credit,Late focus test agree Mrs.
26250,24232,2022-12-04,2370.75,debit,Field fly action again.
26251,31046,2022-02-02,3558.85,credit,Standard exactly system home.
26252,12399,2024-10-30,844.31,debit,Stuff ball.
26253,11974,2024-09-21,626.69,credit,Despite lose collection.
26254,24033,2022-03-30,3540.95,credit,Star area.
26255,27638,2025-04-17,1300.16,debit,News indicate why affect policy.
26256,26470,2021-10-28,4739.8,credit,Nature color ago painting.
26257,30299,2022-02-23,3484.5,credit,Expect responsibility.
26258,7827,2025-03-03,531.47,credit,Audience here measure Congress.
26259,36024,2021-12-12,4727.84,debit,Pass care body.
26260,33394,2024-10-26,2337.08,credit,Happen leader wide north.
26261,14840,2023-11-01,2170.34,credit,Able time power.
26262,16590,2022-09-05,463.3,debit,Official five husband natural score.
26263,18434,2024-05-12,3146.23,debit,Compare continue manager.
26264,16791,2021-06-30,4386.11,debit,Head where suddenly pull ten.
26265,6021,2022-07-25,1525.33,credit,Fine cost.
26266,28390,2021-11-08,1209.63,credit,American short similar.
26267,13496,2025-04-03,3388.21,debit,Skin effect staff.
26268,821,2022-09-27,2217.88,credit,Where natural defense treatment above.
26269,18586,2020-10-16,1213.53,debit,Future catch he.
26270,7267,2025-03-21,1287.69,debit,Open somebody degree show who.
26271,34772,2024-10-22,874.2,credit,Dark work.
26272,7000,2021-01-09,3835.2,debit,Education admit much reveal everybody.
26273,33894,2021-12-13,3319.26,debit,Must treatment.
26274,28664,2020-12-23,3752.55,credit,Clear though.
